Cm,Ch,Bm,Bh,T,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510,515,520,525,530,535,540,545,550,555,560,565,570,575,580,585,590,595,600,605,610,615,620,625,630,635,640,645,650,655,660,665,670,675,680,685,690,695,700,705,710,715,720,725,730,735,740,745,750,755,760,765,770,775,780,sR,sG,sB
0.001,0.001,0.001,0.18825,0.19,0.586088,0.59048,0.587383,0.583106,0.592361,0.587303,0.576395,0.568376,0.575596,0.593613,0.620006,0.626411,0.61938,0.647709,0.698311,0.716884,0.726708,0.737653,0.744979,0.747093,0.76233,0.766045,0.764023,0.777298,0.779624,0.781375,0.786751,0.791773,0.79197,0.796859,0.794017,0.792261,0.784329,0.780847,0.782018,0.787266,0.796457,0.80004,0.805609,0.803967,0.801659,0.80184,0.803625,0.821236,0.842207,0.854461,0.858223,0.858754,0.859365,0.86336,0.8654,0.866857,0.86831,0.870213,0.870011,0.870199,0.868712,0.870032,0.871613,0.871129,0.870866,0.870905,0.871919,0.870859,0.870637,0.871074,0.870964,0.871381,0.871307,0.871464,0.871837,0.872406,0.873139,0.873518,0.872599,0.872473,0.872346,0.872184,0.872077,0.872183,0.872322,369.231,321.551,288.583
0.001,0.001,0.001,0.56275,0.25,0.596569,0.59981,0.599345,0.605178,0.604636,0.598091,0.590331,0.587956,0.597091,0.607189,0.60204,0.604116,0.607283,0.651714,0.701198,0.724883,0.737266,0.743125,0.748534,0.756046,0.766638,0.759868,0.767751,0.780349,0.778363,0.780323,0.788523,0.788723,0.79343,0.792676,0.792408,0.787949,0.783427,0.782787,0.78291,0.789512,0.790976,0.798041,0.80029,0.803175,0.806261,0.804675,0.812644,0.825751,0.841648,0.850077,0.855321,0.857637,0.856744,0.859741,0.862061,0.863972,0.865641,0.867562,0.869132,0.869173,0.870565,0.868681,0.868587,0.870551,0.871119,0.870181,0.869563,0.870742,0.869961,0.870237,0.869896,0.869672,0.869518,0.869449,0.870255,0.87029,0.870771,0.870764,0.871392,0.87129,0.871141,0.8716,0.872564,0.87234,0.872595,369.087,321.469,288.893
0.001,0.001,0.001,0.18825,0.25,0.595566,0.595513,0.595987,0.595325,0.5852,0.594045,0.578887,0.576189,0.586293,0.594881,0.635778,0.635165,0.636624,0.655807,0.700713,0.717581,0.727025,0.739399,0.745374,0.746954,0.762149,0.765105,0.763671,0.776576,0.779109,0.780631,0.78652,0.791552,0.791926,0.797331,0.79488,0.793194,0.785357,0.781468,0.783868,0.78855,0.798219,0.800477,0.809822,0.808599,0.802127,0.801618,0.805358,0.821197,0.842271,0.85415,0.857907,0.858777,0.859072,0.862561,0.86404,0.866334,0.868281,0.870224,0.870749,0.869941,0.869065,0.869914,0.871515,0.871311,0.870817,0.870876,0.871912,0.870874,0.870672,0.871146,0.871056,0.871483,0.871224,0.871888,0.87237,0.872765,0.873402,0.873769,0.873686,0.874112,0.873988,0.873017,0.87293,0.872839,0.872742,369.414,321.618,289.695
0.001,0.001,0.001,0.001,0.19,0.5797,0.588014,0.58638,0.579086,0.585755,0.575869,0.57235,0.577135,0.577218,0.588137,0.642036,0.646774,0.639847,0.64197,0.698652,0.713352,0.719067,0.728451,0.742329,0.748312,0.755963,0.761462,0.762314,0.773263,0.779095,0.781329,0.790003,0.79461,0.798515,0.798973,0.798465,0.791578,0.783985,0.779507,0.781892,0.788785,0.795782,0.804854,0.811673,0.803815,0.802494,0.796529,0.802197,0.82027,0.843874,0.857525,0.858035,0.859378,0.862678,0.864295,0.866897,0.867715,0.870448,0.868936,0.870412,0.869978,0.869181,0.871101,0.871908,0.872029,0.871669,0.873042,0.871185,0.871113,0.871567,0.871701,0.87172,0.872417,0.872917,0.873351,0.873406,0.874537,0.874469,0.874377,0.873837,0.873702,0.873548,0.872681,0.872507,0.872565,0.872417,369.456,321.674,289.032
0.001,0.001,0.25075,0.001,0.13,0.575115,0.581198,0.573988,0.58233,0.579217,0.576257,0.564278,0.547978,0.557122,0.586044,0.638171,0.637757,0.624449,0.647721,0.692604,0.715278,0.714212,0.725774,0.743495,0.751045,0.755352,0.764043,0.768987,0.770475,0.778583,0.780232,0.78837,0.791407,0.793151,0.795398,0.792403,0.792153,0.780341,0.7764,0.774055,0.779588,0.791708,0.801013,0.804316,0.803864,0.798215,0.792252,0.795403,0.813779,0.841426,0.851508,0.854813,0.859986,0.860654,0.858899,0.860736,0.861726,0.864007,0.865678,0.867737,0.867577,0.867814,0.869516,0.87,0.870108,0.869778,0.870155,0.870468,0.870112,0.870504,0.870782,0.870551,0.869474,0.86908,0.86877,0.869491,0.869973,0.870636,0.870798,0.870422,0.871559,0.871387,0.871033,0.87084,0.87119,0.870984,368.421,321.003,288.268
0.001,0.001,0.001,0.75,0.19,0.590939,0.602834,0.605653,0.606212,0.599564,0.59968,0.589016,0.584071,0.589516,0.587184,0.587553,0.594715,0.581476,0.639026,0.700867,0.724065,0.743616,0.747353,0.744857,0.759766,0.761103,0.765638,0.770049,0.775657,0.779068,0.783324,0.788258,0.78789,0.790271,0.791532,0.788406,0.78414,0.781319,0.783352,0.785825,0.785694,0.787515,0.794015,0.799738,0.801526,0.801967,0.80584,0.815168,0.827946,0.838669,0.844734,0.852203,0.85686,0.856842,0.859268,0.861462,0.861889,0.86399,0.866021,0.867842,0.868911,0.869439,0.869655,0.868119,0.869593,0.870429,0.870421,0.870454,0.871273,0.870163,0.869608,0.869799,0.87021,0.869895,0.869322,0.869264,0.869825,0.869836,0.870576,0.870716,0.871305,0.871194,0.871824,0.871409,0.871223,0.87103,368.67,321.337,287.612
0.001,0.001,0.001,0.18825,0.01,0.561931,0.56516,0.572905,0.567613,0.567583,0.556121,0.54537,0.53083,0.534185,0.567056,0.593728,0.586988,0.584816,0.631354,0.691488,0.712777,0.718343,0.731582,0.744168,0.748322,0.761503,0.767713,0.764669,0.780553,0.780659,0.783446,0.788707,0.791305,0.791583,0.796425,0.795185,0.78812,0.778454,0.775755,0.774245,0.78234,0.78775,0.795908,0.800284,0.798782,0.794118,0.793123,0.797387,0.816507,0.842345,0.856437,0.858534,0.858845,0.862648,0.864492,0.866355,0.868163,0.869026,0.87029,0.871404,0.869531,0.869304,0.87098,0.871868,0.871538,0.870976,0.870953,0.872015,0.870591,0.869738,0.869822,0.87007,0.869851,0.87008,0.869914,0.869829,0.869685,0.869674,0.870213,0.870767,0.870937,0.871231,0.871118,0.870841,0.870658,0.870431,368.501,321.218,285.151
0.001,0.001,0.25075,0.18825,0.01,0.561271,0.566636,0.567884,0.574874,0.574073,0.554562,0.532078,0.531466,0.533816,0.563909,0.590799,0.592047,0.584344,0.633507,0.68338,0.71653,0.721283,0.733765,0.744714,0.751775,0.756141,0.759989,0.768213,0.773308,0.779868,0.780568,0.788426,0.794273,0.791834,0.794898,0.794091,0.789498,0.777341,0.771297,0.768441,0.776984,0.78393,0.792257,0.798202,0.79824,0.794979,0.791592,0.79647,0.816015,0.839887,0.851381,0.855823,0.860349,0.860308,0.859734,0.860999,0.864168,0.865014,0.865914,0.866713,0.867281,0.868118,0.868635,0.870114,0.871034,0.870436,0.870102,0.870513,0.871418,0.870998,0.87085,0.869655,0.869704,0.869183,0.868998,0.8691,0.869085,0.869882,0.870805,0.87064,0.870436,0.870155,0.87082,0.870441,0.870418,0.870778,367.933,320.848,285.17
0.001,0.001,0.001,0.001,0.01,0.561182,0.570256,0.564189,0.553805,0.550405,0.551201,0.537838,0.515901,0.530186,0.558177,0.619528,0.614428,0.607787,0.63782,0.691368,0.712498,0.714797,0.728175,0.743026,0.747504,0.758438,0.761163,0.765805,0.775219,0.780925,0.785331,0.794196,0.793841,0.794475,0.797927,0.797283,0.789339,0.781846,0.774784,0.772148,0.778468,0.791632,0.801297,0.802634,0.801314,0.791719,0.791619,0.794226,0.814101,0.843935,0.857171,0.8571,0.860218,0.865072,0.865791,0.867685,0.869123,0.870036,0.871169,0.870563,0.869577,0.870812,0.872884,0.872981,0.872105,0.872428,0.873453,0.871299,0.871145,0.871488,0.871546,0.871599,0.871979,0.871942,0.871141,0.871022,0.871303,0.872462,0.872536,0.871858,0.871609,0.871503,0.871345,0.871459,0.871742,0.871455,368.64,321.28,286.17
0.001,0.001,0.25075,0.001,0.19,0.576031,0.588074,0.590559,0.576679,0.5777,0.570066,0.564748,0.566053,0.575164,0.596066,0.641956,0.643568,0.639681,0.646324,0.697547,0.715611,0.716638,0.727301,0.743534,0.751409,0.751276,0.763725,0.766427,0.769078,0.779776,0.779269,0.786343,0.790977,0.792634,0.795295,0.790577,0.792616,0.784614,0.778127,0.777399,0.783302,0.793476,0.801956,0.805039,0.800937,0.801563,0.79645,0.799395,0.813462,0.841042,0.851394,0.853789,0.859518,0.859584,0.858907,0.86044,0.861532,0.863771,0.864607,0.865214,0.867131,0.867819,0.869199,0.86992,0.87072,0.870349,0.86973,0.870209,0.870042,0.870178,0.870119,0.870789,0.869256,0.868627,0.869019,0.868399,0.869563,0.870541,0.87073,0.870373,0.871532,0.871379,0.871043,0.870869,0.871236,0.871042,368.609,321.088,289.121
0.001,0.001,0.001,0.75,0.25,0.603452,0.601374,0.609538,0.605188,0.609837,0.603269,0.597466,0.599328,0.593818,0.591663,0.592527,0.600757,0.60093,0.638159,0.698912,0.724087,0.743017,0.747794,0.744593,0.759111,0.765394,0.762303,0.770214,0.777446,0.778642,0.783071,0.788234,0.788523,0.788661,0.790314,0.788594,0.783725,0.783699,0.783999,0.78191,0.786403,0.790624,0.793361,0.799852,0.801166,0.806494,0.806787,0.816265,0.827372,0.838173,0.844784,0.852192,0.856795,0.858057,0.859584,0.860545,0.861772,0.863577,0.865934,0.867774,0.869206,0.869405,0.86964,0.86812,0.8696,0.870462,0.87047,0.870056,0.870947,0.870265,0.869723,0.870109,0.86964,0.869787,0.869243,0.869478,0.869882,0.870078,0.870266,0.870496,0.871802,0.871701,0.872152,0.871747,0.871591,0.871964,368.841,321.292,288.309
