Cm,Ch,Bm,Bh,T,sR,sG,sB,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880,890,900,910,920,930,940,950,960,970,980,990,1000
0,0.0197754,0,0,0.01,203.713,120.854,74.88,0.167222,0.160211,0.151135,0.142039,0.1305,0.115141,0.0992313,0.0907074,0.0852126,0.0825006,0.079834,0.0773928,0.0796771,0.101368,0.179892,0.299602,0.35043,0.378101,0.38801,0.401855,0.412699,0.416442,0.412187,0.402559,0.380744,0.363047,0.342396,0.323414,0.303075,0.283684,0.260736,0.237659,0.214939,0.201854,0.193992,0.193705,0.198183,0.20283,0.209568,0.216357,0.224561,0.239175,0.265037,0.320924,0.408256,0.482872,0.52995,0.570374,0.599163,0.619927,0.632377,0.643488,0.65328,0.660258,0.667622,0.673623,0.678542,0.682831,0.688654,0.694312,0.700241
0,0.0197754,0,0,0.04,206.049,130.048,95.984,0.223174,0.21421,0.203944,0.194338,0.182019,0.164325,0.150272,0.141406,0.136392,0.131534,0.127537,0.12527,0.126119,0.143143,0.213381,0.326169,0.375022,0.39988,0.40884,0.420446,0.431233,0.434892,0.431109,0.418792,0.401674,0.380053,0.361209,0.344982,0.32595,0.30581,0.284278,0.259969,0.240756,0.227317,0.219498,0.219287,0.223228,0.227608,0.233739,0.239219,0.248045,0.259769,0.283842,0.337533,0.422384,0.49416,0.540074,0.579427,0.607377,0.626688,0.640444,0.650018,0.659192,0.666909,0.673325,0.67892,0.683369,0.688902,0.693515,0.699857,0.705395
0,0.0197754,0,0,0.07,207.518,136.195,108.49,0.259824,0.250566,0.24024,0.229847,0.217794,0.201382,0.188568,0.177735,0.171198,0.166586,0.163254,0.159102,0.159066,0.175689,0.237309,0.346675,0.389414,0.413187,0.423471,0.43372,0.442664,0.447988,0.442852,0.431176,0.415979,0.396155,0.376957,0.358576,0.340145,0.321968,0.301193,0.280524,0.259289,0.245905,0.239345,0.235972,0.242134,0.244167,0.25088,0.256433,0.263415,0.27597,0.299285,0.353558,0.433999,0.502758,0.550229,0.587351,0.615239,0.634039,0.646638,0.656027,0.664835,0.671926,0.678183,0.682235,0.686441,0.691473,0.695736,0.70257,0.708717
0,0.0197754,0,0,0.1,209.466,141.267,117.661,0.293362,0.280694,0.270723,0.261493,0.247537,0.231018,0.219672,0.206141,0.201379,0.193056,0.191098,0.185566,0.183734,0.199131,0.2612,0.365192,0.406059,0.428988,0.436163,0.447157,0.456082,0.46102,0.455524,0.444176,0.428875,0.409748,0.390776,0.37186,0.354742,0.334817,0.315744,0.294188,0.274309,0.260806,0.253659,0.254473,0.257794,0.261379,0.266824,0.271392,0.27759,0.290333,0.316498,0.365821,0.444845,0.512974,0.556441,0.593461,0.620069,0.637579,0.650201,0.660149,0.669476,0.675653,0.681492,0.686225,0.691168,0.695972,0.700572,0.705704,0.711384
0,0.0197754,0,0,0.13,210.918,145.68,124.6,0.319337,0.306681,0.296825,0.285971,0.271709,0.254296,0.242128,0.233749,0.225325,0.219526,0.215635,0.210506,0.209971,0.221239,0.279972,0.380193,0.419592,0.440905,0.448702,0.458357,0.467921,0.470706,0.466308,0.45483,0.43905,0.422629,0.403369,0.38606,0.367142,0.347994,0.329232,0.306913,0.288115,0.277309,0.268342,0.267736,0.270051,0.275101,0.279674,0.286209,0.292813,0.303745,0.328059,0.376783,0.453939,0.520324,0.565391,0.598835,0.626308,0.642915,0.654693,0.664906,0.673556,0.679157,0.685146,0.690455,0.695128,0.698398,0.703411,0.708917,0.714733
0,0.0197754,0,0,0.19,213.766,152.637,136.613,0.363382,0.354122,0.342731,0.331313,0.317717,0.300745,0.289768,0.279082,0.268381,0.262282,0.25651,0.251124,0.248737,0.260617,0.315064,0.404886,0.441011,0.462143,0.470057,0.477557,0.485689,0.491671,0.487684,0.475284,0.458909,0.442455,0.425059,0.410067,0.392331,0.373776,0.355221,0.33311,0.315567,0.302574,0.297561,0.296642,0.297439,0.301295,0.304951,0.308665,0.314917,0.326272,0.348382,0.395057,0.469383,0.532845,0.574123,0.609713,0.634097,0.651624,0.662958,0.671699,0.680449,0.686902,0.692662,0.697081,0.701851,0.705907,0.710525,0.714899,0.719446
0,0.0197754,0,0,0.16,212.436,149.296,131.113,0.343378,0.331144,0.320713,0.30987,0.298237,0.279766,0.266982,0.254398,0.248998,0.241056,0.236222,0.230534,0.230031,0.244427,0.297208,0.391593,0.43196,0.45105,0.459785,0.468005,0.476662,0.482048,0.477451,0.465021,0.449848,0.435656,0.415569,0.397719,0.380471,0.362914,0.342063,0.32295,0.303247,0.2909,0.283705,0.283341,0.284569,0.29002,0.292238,0.295801,0.304454,0.313004,0.337169,0.385816,0.461412,0.526852,0.568483,0.604578,0.628602,0.647222,0.659341,0.668294,0.677043,0.683614,0.689301,0.693832,0.697522,0.702407,0.707544,0.711134,0.717054
0,0.0197754,0,0,0.22,215.536,155.936,141.317,0.386005,0.373906,0.361478,0.348817,0.33695,0.321522,0.309626,0.296575,0.291398,0.280626,0.275711,0.270511,0.267124,0.277661,0.328728,0.419215,0.453202,0.472616,0.481911,0.490367,0.500388,0.50157,0.497771,0.48504,0.47007,0.452391,0.433944,0.418171,0.400124,0.383128,0.364038,0.344222,0.328542,0.314009,0.310665,0.308306,0.311144,0.313224,0.316832,0.32091,0.326623,0.338249,0.358498,0.404414,0.475919,0.536596,0.58108,0.613564,0.638388,0.655396,0.666848,0.676183,0.684564,0.689938,0.694527,0.699383,0.703197,0.707731,0.712174,0.716663,0.722768
0,0.0197754,0,0,0.25,216.674,158.717,145.709,0.404133,0.392629,0.380343,0.368837,0.356095,0.339512,0.326362,0.318062,0.307099,0.300177,0.290728,0.286462,0.282962,0.292704,0.344175,0.429337,0.464369,0.482733,0.490819,0.49932,0.508343,0.508742,0.504638,0.491856,0.479242,0.461698,0.444022,0.424513,0.410305,0.392739,0.374091,0.354062,0.337844,0.328904,0.319547,0.318759,0.320573,0.323588,0.327271,0.331054,0.336657,0.346768,0.366187,0.41217,0.483009,0.542223,0.585024,0.617375,0.642445,0.659716,0.671278,0.679457,0.687288,0.692811,0.697384,0.702672,0.705859,0.71055,0.715009,0.720124,0.724859
