Nphotons,Cm,Ch,Bm,Bh,T,sR,sG,sB,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880,890,900,910,920,930,940,950,960,970,980,990,1000
230000,0.2,0.1,0.5,0.75,74.398,50.784,37.966,0.15,0.0257385,0.0264584,0.0270001,0.0280729,0.0289527,0.0298788,0.0311776,0.0319825,0.0328295,0.0338716,0.034821,0.0361642,0.0373983,0.0385802,0.0409219,0.0447557,0.0478875,0.0507616,0.0533214,0.0565779,0.0593557,0.062013,0.0642571,0.0654225,0.0670972,0.0678214,0.0681973,0.0687003,0.0699984,0.0697747,0.0700456,0.0699364,0.0701549,0.0711759,0.0722124,0.0739335,0.0759298,0.0773248,0.0799055,0.0814467,0.0836927,0.0868006,0.0912661,0.10092,0.116552,0.135923,0.153486,0.171386,0.187925,0.201517,0.213083,0.223962,0.234429,0.242729,0.25129,0.260117,0.268431,0.276376,0.285471,0.295711,0.306465
240000,0.2,0.1,0.5,0.75,74.395,50.709,37.932,0.15,0.0256532,0.0264945,0.0273376,0.0281221,0.0290162,0.0298973,0.0308701,0.0315595,0.0329819,0.0339576,0.0348876,0.036116,0.0371257,0.0382737,0.0404724,0.0446831,0.0480263,0.0509061,0.0536989,0.0563064,0.0592385,0.0617223,0.063971,0.065852,0.0671427,0.0679223,0.0677125,0.0682929,0.0689108,0.0698573,0.0697541,0.0700941,0.0706789,0.0710886,0.0724026,0.0740941,0.0752987,0.0774742,0.0799546,0.0819836,0.0849475,0.0870983,0.0910512,0.100628,0.116843,0.135737,0.152751,0.17111,0.187384,0.201145,0.212422,0.223342,0.233861,0.242468,0.252017,0.260097,0.268645,0.277382,0.286221,0.295318,0.3065
250000,0.2,0.1,0.5,0.75,74.388,50.652,37.974,0.15,0.0258281,0.0265199,0.0272914,0.0281353,0.0291474,0.0298697,0.030906,0.0317813,0.0327965,0.0338222,0.0350172,0.0359688,0.0373679,0.0382399,0.0405462,0.0445799,0.0475661,0.0508834,0.0530706,0.0567877,0.059078,0.0618599,0.0641451,0.0657811,0.0670439,0.0677002,0.0679702,0.0687674,0.0691765,0.0700488,0.0695853,0.0699738,0.070233,0.0708387,0.0721779,0.0738837,0.0754551,0.0774225,0.0796444,0.0813342,0.0842981,0.0871369,0.0915739,0.100188,0.116995,0.136755,0.153336,0.17156,0.187546,0.201087,0.212967,0.223863,0.233778,0.243199,0.252178,0.259986,0.269354,0.278395,0.286839,0.296495,0.306426
260000,0.2,0.1,0.5,0.75,74.296,50.662,37.999,0.15,0.0259374,0.0265637,0.0274951,0.0282133,0.0291907,0.0299756,0.0307687,0.0318214,0.0328169,0.0337863,0.0346741,0.035963,0.037277,0.0384013,0.0406605,0.0445635,0.0476043,0.0508564,0.053241,0.0564693,0.0590631,0.0619927,0.0637698,0.0654572,0.0666006,0.0675304,0.0679301,0.0688582,0.0690356,0.0698634,0.0700432,0.0700555,0.0707642,0.0711273,0.0719467,0.0733303,0.0751573,0.0774417,0.0788803,0.0812282,0.0838175,0.0867765,0.0913964,0.100749,0.116264,0.135636,0.153588,0.171311,0.187447,0.201341,0.212169,0.223575,0.233971,0.242483,0.251299,0.259769,0.267477,0.27663,0.286507,0.296867,0.306328
270000,0.2,0.1,0.5,0.75,74.215,50.652,38.04,0.15,0.0259807,0.0265741,0.0273909,0.0281207,0.0290227,0.0301978,0.0308944,0.0318697,0.0327449,0.0341202,0.0351758,0.0359337,0.0370273,0.0383649,0.0409572,0.0446543,0.0474431,0.0505016,0.0531458,0.0562112,0.0591088,0.0616129,0.0638943,0.0656997,0.0665922,0.0673986,0.0679754,0.0689008,0.0691514,0.0701346,0.0698918,0.0702186,0.0707218,0.0707058,0.0717832,0.0733867,0.0753468,0.0778541,0.0795947,0.0815936,0.0840677,0.0872266,0.0917619,0.100068,0.11685,0.136686,0.153327,0.170884,0.187533,0.201257,0.212649,0.223633,0.233439,0.242893,0.251459,0.259802,0.268262,0.276871,0.286329,0.29604,0.307063
280000,0.2,0.1,0.5,0.75,74.25,50.742,38.02,0.15,0.0257223,0.0266244,0.0273668,0.0281327,0.0290923,0.0299452,0.0309997,0.0319613,0.0328366,0.0339067,0.0349645,0.0361861,0.0372822,0.0385092,0.0409228,0.0447501,0.0478899,0.050548,0.0532672,0.0560703,0.0592525,0.0616759,0.0641072,0.0657466,0.066467,0.0674275,0.0680928,0.0689935,0.0691781,0.0698779,0.0703891,0.0706199,0.0710173,0.0717232,0.0724091,0.074414,0.076018,0.0778047,0.0795164,0.0813367,0.0836047,0.0871204,0.0916387,0.100431,0.116973,0.135438,0.153161,0.171841,0.187409,0.201075,0.212275,0.223044,0.234509,0.243273,0.252352,0.260267,0.2685,0.27724,0.285394,0.295651,0.305998
290000,0.2,0.1,0.5,0.75,74.308,50.717,38.046,0.15,0.0258965,0.0266256,0.027535,0.0284219,0.0293394,0.0299492,0.0308927,0.0317046,0.0327482,0.0336505,0.0350583,0.0360358,0.0374027,0.0384677,0.0407067,0.0448524,0.0475307,0.0509027,0.0534197,0.056025,0.0592872,0.062171,0.0640047,0.0656261,0.0662689,0.0672568,0.0681069,0.0685625,0.069544,0.0699221,0.070229,0.0702612,0.0703559,0.0713043,0.0724362,0.0739712,0.0756099,0.0775612,0.0795067,0.0817384,0.0840124,0.0871218,0.0914534,0.100451,0.116599,0.136062,0.154089,0.171751,0.18782,0.20184,0.212915,0.223848,0.233849,0.243012,0.251949,0.259814,0.267982,0.276621,0.285843,0.296446,0.306639
300000,0.2,0.1,0.5,0.75,74.256,50.671,38.1,0.15,0.0258368,0.0266767,0.0273592,0.0283266,0.0290434,0.0300738,0.03103,0.0319326,0.0331669,0.0341047,0.0350135,0.0358989,0.0371182,0.0386563,0.0407201,0.0443458,0.0476432,0.0509662,0.0531809,0.056087,0.0590143,0.0617543,0.0638585,0.0656753,0.0668709,0.0676237,0.0683018,0.0689761,0.0690869,0.0700677,0.0700554,0.0701668,0.0705002,0.0712151,0.072392,0.0738696,0.0755352,0.0774162,0.0797716,0.0820358,0.0843034,0.0867649,0.0912932,0.100598,0.116676,0.135753,0.153509,0.171288,0.187489,0.201065,0.212572,0.223589,0.234081,0.243324,0.251648,0.260256,0.268267,0.277131,0.286024,0.295528,0.306367
310000,0.2,0.1,0.5,0.75,74.399,50.747,37.889,0.15,0.0258599,0.026635,0.0272753,0.0280772,0.0289619,0.0297011,0.030802,0.0319281,0.0328787,0.0337002,0.0346782,0.0359728,0.0371085,0.0386249,0.0407705,0.0447175,0.048063,0.0507791,0.0534896,0.0562791,0.0594583,0.061997,0.0644927,0.0653184,0.0665719,0.0676087,0.0679055,0.0688541,0.0694343,0.0701225,0.0702873,0.070266,0.0708353,0.0711756,0.0724241,0.073516,0.0754903,0.0771549,0.0796515,0.0820615,0.0840958,0.087028,0.0922457,0.100274,0.117474,0.135849,0.153558,0.171152,0.187381,0.201424,0.21258,0.22298,0.234102,0.243151,0.252387,0.260325,0.269104,0.277466,0.286527,0.295853,0.306456
320000,0.2,0.1,0.5,0.75,74.336,50.739,37.863,0.15,0.0257701,0.0266686,0.0273378,0.0281165,0.0289571,0.0299632,0.030592,0.0317723,0.032468,0.0336166,0.0348554,0.0358964,0.0372931,0.0386851,0.040867,0.0445384,0.0477752,0.0508961,0.053474,0.0562693,0.0594696,0.0619418,0.0638737,0.0657158,0.06651,0.0670215,0.0682009,0.0686138,0.0692208,0.06985,0.0703613,0.0701261,0.0708529,0.0714173,0.0726665,0.0738482,0.0755548,0.077958,0.0793876,0.0813912,0.084365,0.0866075,0.0918144,0.100207,0.11676,0.135887,0.153778,0.171483,0.186937,0.201046,0.212404,0.223499,0.233753,0.243324,0.252009,0.260294,0.268829,0.27722,0.285775,0.296033,0.307217
330000,0.2,0.1,0.5,0.75,74.321,50.756,38.158,0.15,0.0260678,0.0266851,0.0276111,0.0283908,0.0291613,0.0302421,0.0310958,0.0321185,0.0330771,0.0337025,0.0345871,0.0361124,0.0372548,0.0388059,0.0406029,0.0447645,0.0479497,0.0511222,0.0532581,0.0563084,0.0591072,0.0620126,0.0641206,0.0658375,0.0662049,0.0673211,0.0676874,0.0685386,0.069378,0.0697616,0.0696346,0.0700319,0.070567,0.0709044,0.0719771,0.0739545,0.0753359,0.0775539,0.0795695,0.0814187,0.0842038,0.0871512,0.0916405,0.10041,0.116625,0.136403,0.152928,0.171523,0.187737,0.201367,0.212913,0.223466,0.234195,0.242779,0.251778,0.260256,0.268586,0.277144,0.286204,0.296187,0.306258
340000,0.2,0.1,0.5,0.75,74.315,50.681,38.012,0.15,0.0257501,0.0264359,0.0273068,0.0283582,0.0290938,0.0299062,0.0309594,0.0318151,0.0327607,0.0339848,0.0348576,0.0361442,0.0371506,0.038533,0.0406399,0.0444552,0.0477878,0.0508975,0.0531737,0.056259,0.059214,0.0617422,0.0641186,0.0657087,0.0666688,0.067612,0.0681477,0.0687106,0.0694721,0.0700557,0.0704441,0.0703928,0.0711519,0.0712182,0.0721822,0.0739818,0.0758601,0.0779035,0.0793989,0.0820256,0.0839567,0.0866204,0.0914068,0.100373,0.116646,0.136707,0.153153,0.171543,0.18801,0.201338,0.212711,0.2241,0.23372,0.242664,0.251223,0.259812,0.267953,0.276178,0.28606,0.296473,0.306814
350000,0.2,0.1,0.5,0.75,74.175,50.654,38.198,0.15,0.0261983,0.0269504,0.0276379,0.0284455,0.0291689,0.0303442,0.0311405,0.0319029,0.0330057,0.0340178,0.034631,0.0358027,0.0373649,0.0384996,0.0407587,0.0444297,0.047937,0.0505299,0.0533202,0.0558199,0.0589966,0.0615962,0.0641806,0.0653556,0.0660777,0.0674776,0.0679912,0.068729,0.0693228,0.0701212,0.0703488,0.0704758,0.0705556,0.0709312,0.0719331,0.0738159,0.0755041,0.0777656,0.0797167,0.0815048,0.0841072,0.0868368,0.0913272,0.10088,0.116738,0.136122,0.153477,0.171526,0.187953,0.201032,0.213141,0.223617,0.233895,0.242702,0.252116,0.26025,0.268311,0.276616,0.287067,0.29654,0.306594
