Cm,Ch,Bm,Bh,T,R,G,B
0,1,0.4,1,0.01,76.75,53.84,66.39
0,1,0.4,1,0.058,106,91.02,105.23
0,1,0.4,1,0.106,121.28,111.15,120.2
0,1,0.4,1,0.154,131.55,118.8,130.01
0,1,0.4,1,0.202,135.46,126.92,139.91
0,1,0.4,1,0.25,145.58,134.26,144.27
0,1,0.6,0,0.01,108.73,54.75,60.56
0,1,0.6,0,0.058,129.06,89.48,102.27
0,1,0.6,0,0.106,135.97,109.64,118.27
0,1,0.6,0,0.154,145.37,117.87,131.66
0,1,0.6,0,0.202,149.51,125.64,138.54
0,1,0.6,0,0.25,153.61,133.91,144.47
0,1,0.6,0.2,0.01,98.55,57.03,60.41
0,1,0.6,0.2,0.058,119.31,90.34,102.84
0,1,0.6,0.2,0.106,128.95,110.09,118.98
0,1,0.6,0.2,0.154,138.69,119.06,132.13
0,1,0.6,0.2,0.202,144.54,125.79,138.51
0,1,0.6,0.2,0.25,149.77,133.37,144.36
0,1,0.6,0.4,0.01,90.83,57.63,59.62
0,1,0.6,0.4,0.058,116.11,91.26,102.26
0,1,0.6,0.4,0.106,127.97,110.82,119.1
0,1,0.6,0.4,0.154,135.69,119.42,132.39
0,1,0.6,0.4,0.202,137.04,127.04,138.57
0,1,0.6,0.4,0.25,142.31,130.8,143.76
0,1,0.6,0.6,0.01,83.78,54.91,62.56
0,1,0.6,0.6,0.058,111.87,91.21,100.33
0,1,0.6,0.6,0.106,122.36,104.58,120.73
0,1,0.6,0.6,0.154,129.73,118.62,129.31
0,1,0.6,0.6,0.202,138.52,126.27,134.82
0,1,0.6,0.6,0.25,140.98,131.15,143.1
0,1,0.6,0.8,0.01,79.66,54.32,65.52
0,1,0.6,0.8,0.058,110.1,92.12,100.1
0,1,0.6,0.8,0.106,121.79,104.49,121.71
0,1,0.6,0.8,0.154,126.28,118.65,129.71
0,1,0.6,0.8,0.202,135.49,126.27,136.07
0,1,0.6,0.8,0.25,141.17,131.34,144.86
0,1,0.6,1,0.01,78.5,55.23,65.43
0,1,0.6,1,0.058,106.61,91.54,101.03
0,1,0.6,1,0.106,122.58,104.5,121.16
0,1,0.6,1,0.154,127.95,118.41,130.02
0,1,0.6,1,0.202,134.97,125.67,135.69
0,1,0.6,1,0.25,140.67,130.79,146.24
0,1,0.8,0,0.01,108.83,51.99,60.45
0,1,0.8,0,0.058,128.02,92.06,98.15
0,1,0.8,0,0.106,132.52,104.79,119.16
0,1,0.8,0,0.154,140.58,118.05,129.46
0,1,0.8,0,0.202,144.69,124.21,135.66
0,1,0.8,0,0.25,148.75,130.14,139.44
0,1,0.8,0.2,0.01,96.05,56.88,59.84
0,1,0.8,0.2,0.058,115.68,91.77,100.79
0,1,0.8,0.2,0.106,126.25,106.3,120.25
0,1,0.8,0.2,0.154,136.75,118.17,130.17
0,1,0.8,0.2,0.202,141.12,126.11,133.09
0,1,0.8,0.2,0.25,145.8,130.14,140.88
0,1,0.8,0.4,0.01,90.54,57.73,61.94
0,1,0.8,0.4,0.058,111.99,91.38,102.23
0,1,0.8,0.4,0.106,120.99,106.19,121.25
0,1,0.8,0.4,0.154,134.58,118.31,129.79
0,1,0.8,0.4,0.202,140.82,126.34,133.71
0,1,0.8,0.4,0.25,142.4,130.2,140.6
0,1,0.8,0.6,0.01,84.28,57.22,62.69
0,1,0.8,0.6,0.058,109.28,91.45,102.43
0,1,0.8,0.6,0.106,119.81,106.28,121.17
0,1,0.8,0.6,0.154,131.56,118.95,129.3
0,1,0.8,0.6,0.202,136.55,125.35,134.32
0,1,0.8,0.6,0.25,142.63,130.48,139.24
0,1,0.8,0.8,0.01,78.62,57.61,62.07
0,1,0.8,0.8,0.058,106.19,91.85,103.71
0,1,0.8,0.8,0.106,118.59,106.75,121.1
0,1,0.8,0.8,0.154,132.62,118.53,129.34
0,1,0.8,0.8,0.202,136.06,125.81,136.47
0,1,0.8,0.8,0.25,139.7,134.46,140.64
0,1,0.8,1,0.01,76.83,58.29,67.32
0,1,0.8,1,0.058,106.57,94.18,102.98
0,1,0.8,1,0.106,117.05,107.24,119.99
0,1,0.8,1,0.154,129.01,119.39,131.65
0,1,0.8,1,0.202,134.7,126.58,137.34
0,1,0.8,1,0.25,140.38,133.54,140.39
0,1,1,0,0.01,108.35,56.81,64.33
0,1,1,0,0.058,123.15,93.16,102.21
0,1,1,0,0.106,131.09,106.93,118.45
0,1,1,0,0.154,139.43,116.83,129.94
0,1,1,0,0.202,143.52,124.73,136.39
0,1,1,0,0.25,146.6,132.41,140.24
0,1,1,0.2,0.01,96.73,57.97,64.85
0,1,1,0.2,0.058,117.13,92.48,103.22
0,1,1,0.2,0.106,125.98,107.05,118.34
0,1,1,0.2,0.154,135.69,118.45,130.53
0,1,1,0.2,0.202,140.13,124.24,137.06
0,1,1,0.2,0.25,145.89,131.87,139.51
0,1,1,0.4,0.01,88.84,58.18,65.66
0,1,1,0.4,0.058,113.36,92.03,102.97
0,1,1,0.4,0.106,125.25,106.26,114.42
0,1,1,0.4,0.154,133.8,114.96,129.2
0,1,1,0.4,0.202,141.64,124.6,135.65
0,1,1,0.4,0.25,148.27,131.04,140.59
0,1,1,0.6,0.01,83.13,53.25,61.68
0,1,1,0.6,0.058,110.56,92.16,103.47
0,1,1,0.6,0.106,122.65,106.64,114.69
0,1,1,0.6,0.154,128.88,115.42,129.76
0,1,1,0.6,0.202,138.14,124.7,134.73
0,1,1,0.6,0.25,144.38,131.68,141.37
0,1,1,0.8,0.01,81.13,53.7,65.48
0,1,1,0.8,0.058,109.33,90.96,104.19
0,1,1,0.8,0.106,119.01,106.68,114.47
0,1,1,0.8,0.154,130.71,115.8,129.21
0,1,1,0.8,0.202,138.86,125.05,134.89
0,1,1,0.8,0.25,143.23,131.31,141.92
0,1,1,1,0.01,78.71,53.22,66.27
0,1,1,1,0.058,107.71,90.76,104.56
0,1,1,1,0.106,117.88,108.24,114.72
0,1,1,1,0.154,129.47,115.91,130.81
0,1,1,1,0.202,136.76,124.88,137.26
0,1,1,1,0.25,141.1,130.56,143.66
0.008,0,0,0,0.01,153.47,141.84,151.21
0.008,0,0,0,0.058,159.07,148.83,151.14
0.008,0,0,0,0.106,161.06,149.72,149.61
0.008,0,0,0,0.154,162.48,150.9,148.81
0.008,0,0,0,0.202,163.26,151.32,149.15
0.008,0,0,0,0.25,165.32,151.72,148.38
0.008,0,0,0.2,0.01,154.61,147.3,150.42
0.008,0,0,0.2,0.058,159.07,148.83,151.14
0.008,0,0,0.2,0.106,161.06,149.72,149.61
0.008,0,0,0.2,0.154,157.07,143.77,146.08
0.008,0,0,0.2,0.202,157.91,144.76,144.76
0.008,0,0,0.2,0.25,157.83,145.98,145.28
0.008,0,0,0.4,0.01,150.56,140.93,144.35
0.008,0,0,0.4,0.058,150.42,142.51,145.65
0.008,0,0,0.4,0.106,158.91,142.02,145.41
0.008,0,0,0.4,0.154,159.05,151.01,151.05
0.008,0,0,0.4,0.202,160.62,151.76,150.71
0.008,0,0,0.4,0.25,161.63,153.82,150.16
0.008,0,0,0.6,0.01,152.14,147.29,153.27
0.008,0,0,0.6,0.058,155.65,150.65,151.7
0.008,0,0,0.6,0.106,156.71,151.75,150.61
0.008,0,0,0.6,0.154,159.05,151.01,151.05
0.008,0,0,0.6,0.202,164.99,150.95,149.66
0.008,0,0,0.6,0.25,166.27,150.99,149.39
0.008,0,0,0.8,0.01,154.91,147.49,149.14
0.008,0,0,0.8,0.058,159.81,148.05,148.31
0.008,0,0,0.8,0.106,160.96,150.05,149.02
0.008,0,0,0.8,0.154,163.57,150.16,148.59
0.008,0,0,0.8,0.202,164.99,150.95,149.66
0.008,0,0,0.8,0.25,166.33,150.98,149.38
0.008,0,0,1,0.01,159.19,145.91,153.94
0.008,0,0,1,0.058,162.09,147.52,153.09
0.008,0,0,1,0.106,163.99,148.34,150.64
0.008,0,0,1,0.154,165.04,149.77,151.76
0.008,0,0,1,0.202,165.6,151.39,152.44
0.008,0,0,1,0.25,167.14,152.6,152.03
0.008,0,0.2,0,0.01,158.07,146.08,154.46
0.008,0,0.2,0,0.058,160.06,146.91,150.94
0.008,0,0.2,0,0.106,158.3,150.55,147.64
0.008,0,0.2,0,0.154,159.78,151.88,147.37
0.008,0,0.2,0,0.202,161.54,152.59,148.12
0.008,0,0.2,0,0.25,163.76,152.13,146.02
0.008,0,0.2,0.2,0.01,153.43,146.8,151.29
0.008,0,0.2,0.2,0.058,157.55,147.26,148.83
0.008,0,0.2,0.2,0.106,158.3,150.55,147.64
0.008,0,0.2,0.2,0.154,159.78,151.87,147.37
0.008,0,0.2,0.2,0.202,161.84,150.88,149.03
0.008,0,0.2,0.2,0.25,162.96,150.16,149.06
0.008,0,0.2,0.4,0.01,156.09,147.69,151.4
0.008,0,0.2,0.4,0.058,157.82,148.25,150.01
0.008,0,0.2,0.4,0.106,162.4,148.82,148.87
0.008,0,0.2,0.4,0.154,162.36,149.88,149.62
0.008,0,0.2,0.4,0.202,161.84,150.88,149.03
0.008,0,0.2,0.4,0.25,162.96,150.16,149.06
0.008,0,0.2,0.6,0.01,150.59,145.13,153.44
0.008,0,0.2,0.6,0.058,152.83,146.61,151.75
0.008,0,0.2,0.6,0.106,155.49,147.6,150.66
0.008,0,0.2,0.6,0.154,157.48,148.39,149.66
0.008,0,0.2,0.6,0.202,158.24,148.92,149.02
0.008,0,0.2,0.6,0.25,161.14,149.05,150.38
0.008,0,0.2,0.8,0.01,150.59,145.13,153.44
0.008,0,0.2,0.8,0.058,158.3,146.27,151.67
0.008,0,0.2,0.8,0.106,158.46,147.6,149.91
0.008,0,0.2,0.8,0.154,158.11,150.1,150.22
0.008,0,0.2,0.8,0.202,159.54,149.89,150.64
0.008,0,0.2,0.8,0.25,160.57,151.3,148.52
0.008,0,0.2,1,0.01,154.52,144.38,154.37
0.008,0,0.2,1,0.058,157.88,146.75,152.17
0.008,0,0.2,1,0.106,158.46,147.6,149.91
0.008,0,0.2,1,0.154,157.73,150.13,150.22
0.008,0,0.2,1,0.202,157.72,147.07,147.06
0.008,0,0.2,1,0.25,160.18,147.08,147.53
0.008,0,0.4,0,0.01,149.25,143.21,148.5
0.008,0,0.4,0,0.058,152.89,142.67,148.71
0.008,0,0.4,0,0.106,153.78,143.79,147.12
0.008,0,0.4,0,0.154,153.08,144.37,147.56
0.008,0,0.4,0,0.202,155.4,146.08,146.89
0.008,0,0.4,0,0.25,155.54,146.16,146.19
0.008,0,0.4,0.2,0.01,154.98,143.92,150.86
0.008,0,0.4,0.2,0.058,157.08,145.17,150.84
0.008,0,0.4,0.2,0.106,157.36,145.87,149.5
0.008,0,0.4,0.2,0.154,158.29,147.17,149.24
0.008,0,0.4,0.2,0.202,159.64,146.97,148.61
0.008,0,0.4,0.2,0.25,160.42,147.56,150.74
0.008,0,0.4,0.4,0.01,154.98,143.92,150.86
0.008,0,0.4,0.4,0.058,157.08,145.17,150.84
0.008,0,0.4,0.4,0.106,156.19,147.08,149.44
0.008,0,0.4,0.4,0.154,157.21,150.03,149.14
0.008,0,0.4,0.4,0.202,158.4,149.11,149.25
0.008,0,0.4,0.4,0.25,160.71,149.56,149.37
0.008,0,0.4,0.6,0.01,147.22,145.25,150.94
0.008,0,0.4,0.6,0.058,150.65,146.34,150.2
0.008,0,0.4,0.6,0.106,156.16,147.11,149.23
0.008,0,0.4,0.6,0.154,157.21,150.03,149.14
0.008,0,0.4,0.6,0.202,157.56,149.2,149.26
0.008,0,0.4,0.6,0.25,157.93,146.74,148.37
0.008,0,0.4,0.8,0.01,150.87,141.25,148.08
0.008,0,0.4,0.8,0.058,151.89,142.19,148.34
0.008,0,0.4,0.8,0.106,154.82,143.9,149.23
0.008,0,0.4,0.8,0.154,155.61,145.18,148.57
0.008,0,0.4,0.8,0.202,157.48,145.51,147.72
0.008,0,0.4,0.8,0.25,157.93,146.74,148.37
0.008,0,0.4,1,0.01,150.87,141.25,148.08
0.008,0,0.4,1,0.058,155.4,145.68,147.61
0.008,0,0.4,1,0.106,157.66,147.62,147.3
0.008,0,0.4,1,0.154,157.26,148.11,147.34
0.008,0,0.4,1,0.202,158.7,147.11,147.62
0.008,0,0.4,1,0.25,161.45,148,148.08
0.008,0,0.6,0,0.01,153.76,143.99,147.23
0.008,0,0.6,0,0.058,154.64,144.29,146.85
0.008,0,0.6,0,0.106,158.16,145.38,147.14
0.008,0,0.6,0,0.154,158.54,144.32,146.48
0.008,0,0.6,0,0.202,159.66,144.5,145.16
0.008,0,0.6,0,0.25,159.85,145.83,145.33
0.008,0,0.6,0.2,0.01,152.48,145.95,146.38
0.008,0,0.6,0.2,0.058,155.83,146.09,145.09
0.008,0,0.6,0.2,0.106,155.49,145.57,146.66
0.008,0,0.6,0.2,0.154,158.38,144.5,145.48
0.008,0,0.6,0.2,0.202,159.66,144.5,145.16
0.008,0,0.6,0.2,0.25,159.85,145.83,145.33
0.008,0,0.6,0.4,0.01,150.68,144.53,149.98
0.008,0,0.6,0.4,0.058,152.78,145.35,148.48
0.008,0,0.6,0.4,0.106,154.54,147.04,147.43
0.008,0,0.6,0.4,0.154,157.43,147.91,145.18
0.008,0,0.6,0.4,0.202,159.98,147.24,145.41
0.008,0,0.6,0.4,0.25,158.79,147.75,144.93
0.008,0,0.6,0.6,0.01,150.68,144.53,149.98
0.008,0,0.6,0.6,0.058,152.78,145.35,148.48
0.008,0,0.6,0.6,0.106,152.03,140.4,147.42
0.008,0,0.6,0.6,0.154,151.57,141.02,143.17
0.008,0,0.6,0.6,0.202,155.99,141.62,144.56
0.008,0,0.6,0.6,0.25,155.72,142.02,144.65
0.008,0,0.6,0.8,0.01,150.11,139.14,147.23
0.008,0,0.6,0.8,0.058,151.19,139.88,144.55
0.008,0,0.6,0.8,0.106,151.84,140.68,144.33
0.008,0,0.6,0.8,0.154,151.57,141.02,143.17
0.008,0,0.6,0.8,0.202,157.15,141.52,144.55
0.008,0,0.6,0.8,0.25,161.56,148.02,146.16
0.008,0,0.6,1,0.01,154.89,146.55,148.9
0.008,0,0.6,1,0.058,158.53,146.83,148.1
0.008,0,0.6,1,0.106,159.73,146.75,146.66
0.008,0,0.6,1,0.154,161,146.71,147.04
0.008,0,0.6,1,0.202,161.09,148.01,146.06
0.008,0,0.6,1,0.25,161.56,148.02,146.16
0.008,0,0.8,0,0.01,156.08,146.69,148.08
0.008,0,0.8,0,0.058,151.15,141.61,145.74
0.008,0,0.8,0,0.106,152.16,142.79,144.67
0.008,0,0.8,0,0.154,155.64,142.1,144.66
0.008,0,0.8,0,0.202,155.04,141.88,144.17
0.008,0,0.8,0,0.25,153.68,142.15,143.31
0.008,0,0.8,0.2,0.01,149.32,142.5,149.14
0.008,0,0.8,0.2,0.058,151.15,141.61,145.74
0.008,0,0.8,0.2,0.106,152.22,142.8,144.67
0.008,0,0.8,0.2,0.154,158.6,144.26,147.17
0.008,0,0.8,0.2,0.202,158.82,145.41,146.51
0.008,0,0.8,0.2,0.25,158.77,144.34,146.46
0.008,0,0.8,0.4,0.01,158.02,145.52,151.33
0.008,0,0.8,0.4,0.058,159.14,143.11,150
0.008,0,0.8,0.4,0.106,159.12,145.13,146.95
0.008,0,0.8,0.4,0.154,158.6,144.26,147.17
0.008,0,0.8,0.4,0.202,158.82,145.41,146.51
0.008,0,0.8,0.4,0.25,160.38,144.04,146.39
0.008,0,0.8,0.6,0.01,155.9,144.78,151.07
0.008,0,0.8,0.6,0.058,156.84,145.44,147.88
0.008,0,0.8,0.6,0.106,157.23,145.38,148.01
0.008,0,0.8,0.6,0.154,159.11,146.19,147.09
0.008,0,0.8,0.6,0.202,161.97,144.14,146.69
0.008,0,0.8,0.6,0.25,160.32,144.09,146.29
0.008,0,0.8,0.8,0.01,155.9,144.78,151.07
0.008,0,0.8,0.8,0.058,156.84,145.44,147.88
0.008,0,0.8,0.8,0.106,156.32,142.49,145.27
0.008,0,0.8,0.8,0.154,157.11,143.23,145.36
0.008,0,0.8,0.8,0.202,156.67,144.51,144.89
0.008,0,0.8,0.8,0.25,154.71,144.4,143.65
0.008,0,0.8,1,0.01,152.39,143.76,148.39
0.008,0,0.8,1,0.058,152.6,142.11,146.1
0.008,0,0.8,1,0.106,156.32,142.49,145.27
0.008,0,0.8,1,0.154,157.11,143.23,145.36
0.008,0,0.8,1,0.202,156.22,144.84,144.95
0.008,0,0.8,1,0.25,156.08,146.23,143.96
0.008,0,1,0,0.01,151.03,144.99,149.34
0.008,0,1,0,0.058,152.15,144.39,148.6
0.008,0,1,0,0.106,153.1,143.9,145.59
0.008,0,1,0,0.154,151.52,144.24,143.83
0.008,0,1,0,0.202,153.39,145.02,144.27
0.008,0,1,0,0.25,154.72,143.94,142.62
0.008,0,1,0.2,0.01,150.93,145,149.34
0.008,0,1,0.2,0.058,154.65,143.68,146.23
0.008,0,1,0.2,0.106,154.37,144.15,144.91
0.008,0,1,0.2,0.154,153.93,144.33,143.18
0.008,0,1,0.2,0.202,154.76,143.96,143.36
0.008,0,1,0.2,0.25,156.88,144.07,144
0.008,0,1,0.4,0.01,152.53,142.7,146.94
0.008,0,1,0.4,0.058,154.65,143.68,146.23
0.008,0,1,0.4,0.106,154.33,144.14,144.91
0.008,0,1,0.4,0.154,155.57,141.49,145.81
0.008,0,1,0.4,0.202,156.85,143.09,145.55
0.008,0,1,0.4,0.25,156.25,144.31,144.66
0.008,0,1,0.6,0.01,154.38,142.3,148.59
0.008,0,1,0.6,0.058,156.01,142.29,145.7
0.008,0,1,0.6,0.106,156.73,143.65,144.13
0.008,0,1,0.6,0.154,155.57,141.49,145.81
0.008,0,1,0.6,0.202,156.85,143.09,145.55
0.008,0,1,0.6,0.25,156.9,144.33,144.65
0.008,0,1,0.8,0.01,151,148.07,148.95
0.008,0,1,0.8,0.058,154.93,146.81,144.59
0.008,0,1,0.8,0.106,156.32,146.55,146.26
0.008,0,1,0.8,0.154,158.32,145.38,144.78
0.008,0,1,0.8,0.202,159.12,144.58,143.83
0.008,0,1,0.8,0.25,157.89,146.21,145.77
0.008,0,1,1,0.01,151,148.07,148.95
0.008,0,1,1,0.058,154.93,146.81,144.59
0.008,0,1,1,0.106,152.46,140.17,146.8
0.008,0,1,1,0.154,152.37,141.77,145.09
0.008,0,1,1,0.202,153.77,142.67,143.72
0.008,0,1,1,0.25,156.56,141.76,146.38
0.008,0.002,0,0,0.01,149.43,141.37,140.53
0.008,0.002,0,0,0.058,150.38,142.04,145.06
0.008,0.002,0,0,0.106,152.78,143.83,145.15
0.008,0.002,0,0,0.154,155.81,145.35,147.13
0.008,0.002,0,0,0.202,156.94,146.16,147.36
0.008,0.002,0,0,0.25,164.27,148.94,145.81
0.008,0.002,0,0.2,0.01,154.04,143.36,140.47
0.008,0.002,0,0.2,0.058,157.31,144.34,141.86
0.008,0.002,0,0.2,0.106,160.28,146.6,142.93
0.008,0.002,0,0.2,0.154,160.95,146.65,144.16
0.008,0.002,0,0.2,0.202,161.86,148.49,145.42
0.008,0.002,0,0.2,0.25,163.74,148.2,146.37
0.008,0.002,0,0.4,0.01,155.83,143.94,142.35
0.008,0.002,0,0.4,0.058,154.95,145.17,142.01
0.008,0.002,0,0.4,0.106,157.92,148.58,143.06
0.008,0.002,0,0.4,0.154,160.06,148.6,144.71
0.008,0.002,0,0.4,0.202,161.87,149.31,145.05
0.008,0.002,0,0.4,0.25,163.92,150.94,145.1
0.008,0.002,0,0.6,0.01,152.78,143.79,141.47
0.008,0.002,0,0.6,0.058,155.71,145.59,142.02
0.008,0.002,0,0.6,0.106,158.77,146.99,143.87
0.008,0.002,0,0.6,0.154,158.52,145.47,144.89
0.008,0.002,0,0.6,0.202,160.5,147.14,144.25
0.008,0.002,0,0.6,0.25,161.23,147.82,146.28
0.008,0.002,0,0.8,0.01,150.98,141.04,139.21
0.008,0.002,0,0.8,0.058,154.63,141.66,141.59
0.008,0.002,0,0.8,0.106,156.39,143.37,142.38
0.008,0.002,0,0.8,0.154,157.72,144.86,143.32
0.008,0.002,0,0.8,0.202,159.09,146.83,144.62
0.008,0.002,0,0.8,0.25,160.96,151.18,145.08
0.008,0.002,0,1,0.01,151.44,146.21,140.2
0.008,0.002,0,1,0.058,156,147.63,142.72
0.008,0.002,0,1,0.106,157.32,148.32,143.93
0.008,0.002,0,1,0.154,159.29,147.49,144.55
0.008,0.002,0,1,0.202,158.82,149.06,146.4
0.008,0.002,0,1,0.25,159.78,150.69,146.69
0.008,0.002,0.2,0,0.01,149.86,145.49,139.72
0.008,0.002,0.2,0,0.058,151.42,146.61,142.27
0.008,0.002,0.2,0,0.106,156.11,144.98,143.23
0.008,0.002,0.2,0,0.154,158.83,145.44,142.99
0.008,0.002,0.2,0,0.202,160.49,146.69,145.74
0.008,0.002,0.2,0,0.25,161.14,148.44,146.58
0.008,0.002,0.2,0.2,0.01,149.14,143.89,142.73
0.008,0.002,0.2,0.2,0.058,154.95,145.54,142.97
0.008,0.002,0.2,0.2,0.106,155.48,145.12,143.22
0.008,0.002,0.2,0.2,0.154,159.28,146.47,143.79
0.008,0.002,0.2,0.2,0.202,163.15,148.47,144.81
0.008,0.002,0.2,0.2,0.25,162.32,148.86,146.19
0.008,0.002,0.2,0.4,0.01,152.73,144.67,141.71
0.008,0.002,0.2,0.4,0.058,155.77,145.11,142.16
0.008,0.002,0.2,0.4,0.106,159.59,146.05,144.63
0.008,0.002,0.2,0.4,0.154,163.28,146.54,144.8
0.008,0.002,0.2,0.4,0.202,163.17,147.84,145.59
0.008,0.002,0.2,0.4,0.25,163.5,147.81,146.04
0.008,0.002,0.2,0.6,0.01,152.82,144.65,142.5
0.008,0.002,0.2,0.6,0.058,155.73,142.93,142.2
0.008,0.002,0.2,0.6,0.106,157.95,143.55,144.14
0.008,0.002,0.2,0.6,0.154,159.45,144.91,144.44
0.008,0.002,0.2,0.6,0.202,160.82,145.52,144.81
0.008,0.002,0.2,0.6,0.25,161.26,146.36,145.3
0.008,0.002,0.2,0.8,0.01,152.83,141.55,140.16
0.008,0.002,0.2,0.8,0.058,154.92,142.95,141.48
0.008,0.002,0.2,0.8,0.106,158.24,143.49,142.86
0.008,0.002,0.2,0.8,0.154,160.55,146.73,144.47
0.008,0.002,0.2,0.8,0.202,160.47,147.1,145.05
0.008,0.002,0.2,0.8,0.25,162.09,147.29,144.72
0.008,0.002,0.2,1,0.01,154.22,140.97,141.17
0.008,0.002,0.2,1,0.058,157.63,142.16,142.98
0.008,0.002,0.2,1,0.106,158.54,145.01,142.55
0.008,0.002,0.2,1,0.154,159.34,147.01,144.32
0.008,0.002,0.2,1,0.202,161.54,147.13,143.88
0.008,0.002,0.2,1,0.25,163.42,147.58,144.12
0.008,0.002,0.4,0,0.01,149.95,140.75,140.97
0.008,0.002,0.4,0,0.058,155.45,142.78,139.25
0.008,0.002,0.4,0,0.106,153.87,143.69,141.2
0.008,0.002,0.4,0,0.154,155.5,143.86,141.51
0.008,0.002,0.4,0,0.202,157.8,144.83,143.99
0.008,0.002,0.4,0,0.25,160.41,145.42,144.18
0.008,0.002,0.4,0.2,0.01,150.54,141.86,141.28
0.008,0.002,0.4,0.2,0.058,152.78,142.47,140.91
0.008,0.002,0.4,0.2,0.106,155.48,143.88,142.6
0.008,0.002,0.4,0.2,0.154,158.51,144.66,141.87
0.008,0.002,0.4,0.2,0.202,158.25,146.25,142.39
0.008,0.002,0.4,0.2,0.25,159.37,147.14,143.94
0.008,0.002,0.4,0.4,0.01,149.84,139.93,140.5
0.008,0.002,0.4,0.4,0.058,154.7,140.66,141.6
0.008,0.002,0.4,0.4,0.106,153.4,144,140.29
0.008,0.002,0.4,0.4,0.154,156.31,144.46,140.71
0.008,0.002,0.4,0.4,0.202,158.09,145.01,142.18
0.008,0.002,0.4,0.4,0.25,158.48,142.17,141.39
0.008,0.002,0.4,0.6,0.01,147.74,138.78,139.5
0.008,0.002,0.4,0.6,0.058,150.9,139.79,140.31
0.008,0.002,0.4,0.6,0.106,154.1,141.3,140.7
0.008,0.002,0.4,0.6,0.154,154.38,140.43,142.53
0.008,0.002,0.4,0.6,0.202,155.71,142.01,142.05
0.008,0.002,0.4,0.6,0.25,158.75,142.69,143.1
0.008,0.002,0.4,0.8,0.01,146.71,138.35,138.26
0.008,0.002,0.4,0.8,0.058,152.13,140.94,140.14
0.008,0.002,0.4,0.8,0.106,155.61,141.06,142.2
0.008,0.002,0.4,0.8,0.154,156.25,141.58,144.87
0.008,0.002,0.4,0.8,0.202,154.66,143.81,144.89
0.008,0.002,0.4,0.8,0.25,156.75,145.19,145.77
0.008,0.002,0.4,1,0.01,151.35,138.9,140.32
0.008,0.002,0.4,1,0.058,154.18,140.19,141.27
0.008,0.002,0.4,1,0.106,156.73,140.13,141.6
0.008,0.002,0.4,1,0.154,155.14,141.66,144.42
0.008,0.002,0.4,1,0.202,154.17,146.15,142.97
0.008,0.002,0.4,1,0.25,155.88,147.03,142.88
0.008,0.002,0.6,0,0.01,147.02,142.37,141.5
0.008,0.002,0.6,0,0.058,147.82,143.24,141.8
0.008,0.002,0.6,0,0.106,150.28,144.19,141.75
0.008,0.002,0.6,0,0.154,153.54,143.94,143.36
0.008,0.002,0.6,0,0.202,152.99,144.88,143.24
0.008,0.002,0.6,0,0.25,154.79,145.58,143.65
0.008,0.002,0.6,0.2,0.01,147.3,142.74,140.86
0.008,0.002,0.6,0.2,0.058,152.01,139.93,139.96
0.008,0.002,0.6,0.2,0.106,152.83,139.46,140.08
0.008,0.002,0.6,0.2,0.154,155.84,139.15,140.31
0.008,0.002,0.6,0.2,0.202,157.84,139.48,142.14
0.008,0.002,0.6,0.2,0.25,156.51,139.89,142.3
0.008,0.002,0.6,0.4,0.01,149.36,139.11,137.46
0.008,0.002,0.6,0.4,0.058,150.99,138.74,138.87
0.008,0.002,0.6,0.4,0.106,152.78,138.62,139.68
0.008,0.002,0.6,0.4,0.154,157.54,143.45,141.69
0.008,0.002,0.6,0.4,0.202,159.4,144.06,143.28
0.008,0.002,0.6,0.4,0.25,160.02,144.03,143.39
0.008,0.002,0.6,0.6,0.01,151.79,141.9,139.94
0.008,0.002,0.6,0.6,0.058,156.38,141.04,140.41
0.008,0.002,0.6,0.6,0.106,157.11,142.78,142.06
0.008,0.002,0.6,0.6,0.154,158.91,143.03,141.93
0.008,0.002,0.6,0.6,0.202,158.64,143.71,142.91
0.008,0.002,0.6,0.6,0.25,160.24,143.74,142.49
0.008,0.002,0.6,0.8,0.01,148.24,140.19,138.88
0.008,0.002,0.6,0.8,0.058,151.97,141.53,139.22
0.008,0.002,0.6,0.8,0.106,156.02,141.92,139.24
0.008,0.002,0.6,0.8,0.154,156.36,143.15,141.5
0.008,0.002,0.6,0.8,0.202,157.34,142.98,141.3
0.008,0.002,0.6,0.8,0.25,159.31,144.38,141.12
0.008,0.002,0.6,1,0.01,149.01,139.94,138.3
0.008,0.002,0.6,1,0.058,152.35,140.9,138.17
0.008,0.002,0.6,1,0.106,148.12,142.21,137.95
0.008,0.002,0.6,1,0.154,149.54,142.82,140.41
0.008,0.002,0.6,1,0.202,152.54,143.3,140.66
0.008,0.002,0.6,1,0.25,154.33,143.78,139.94
0.008,0.002,0.8,0,0.01,143.43,139.79,140.49
0.008,0.002,0.8,0,0.058,146.25,142.53,138.76
0.008,0.002,0.8,0,0.106,150.68,142.21,138.47
0.008,0.002,0.8,0,0.154,151.15,140.31,140.62
0.008,0.002,0.8,0,0.202,155.97,143.73,139.85
0.008,0.002,0.8,0,0.25,156.71,143.73,141.17
0.008,0.002,0.8,0.2,0.01,153.44,141.42,140.26
0.008,0.002,0.8,0.2,0.058,154.41,143.02,142.08
0.008,0.002,0.8,0.2,0.106,156.03,143.55,142.25
0.008,0.002,0.8,0.2,0.154,156.59,144.69,140.83
