Cm,Ch,Bm,Bh,T,R,G,B
0.512,0.13,0.6,0.8,0.25,48.94,36.16,27.62
0.512,0.13,0.6,1,0.01,89.72,53.26,43.91
0.512,0.13,0.6,1,0.058,64.38,38.12,28
0.512,0.13,0.6,1,0.106,54.29,35.95,26.89
0.512,0.13,0.6,1,0.154,51.98,36.71,27.68
0.512,0.13,0.6,1,0.202,49.07,36.17,27.75
0.512,0.13,0.6,1,0.25,48.75,36.19,27.62
0.512,0.13,0.8,0,0.01,102.18,53.12,35.48
0.512,0.13,0.8,0,0.058,63.48,35.12,26.16
0.512,0.13,0.8,0,0.106,52.42,33.03,26.34
0.512,0.13,0.8,0,0.154,49.73,33.46,27.02
0.512,0.13,0.8,0,0.202,48.56,33.55,27.02
0.512,0.13,0.8,0,0.25,47.95,33.47,27.01
0.512,0.13,0.8,0.2,0.01,97.05,54.24,35.12
0.512,0.13,0.8,0.2,0.058,63.03,35.64,26.36
0.512,0.13,0.8,0.2,0.106,51.82,33.63,26.41
0.512,0.13,0.8,0.2,0.154,49.32,33.37,27.02
0.512,0.13,0.8,0.2,0.202,46.91,33.9,27.03
0.512,0.13,0.8,0.2,0.25,47.12,33.61,27.02
0.512,0.13,0.8,0.4,0.01,92.21,53.44,37.81
0.512,0.13,0.8,0.4,0.058,60.32,36.78,26.56
0.512,0.13,0.8,0.4,0.106,51.03,33.91,26.29
0.512,0.13,0.8,0.4,0.154,47.61,33.82,26.93
0.512,0.13,0.8,0.4,0.202,48.09,34.03,26.93
0.512,0.13,0.8,0.4,0.25,47.14,33.51,27.03
0.512,0.13,0.8,0.6,0.01,90.84,53.11,37.65
0.512,0.13,0.8,0.6,0.058,60.65,36.56,26.42
0.512,0.13,0.8,0.6,0.106,51.41,34.37,26.05
0.512,0.13,0.8,0.6,0.154,47.69,33.97,26.96
0.512,0.13,0.8,0.6,0.202,47.48,34.14,26.94
0.512,0.13,0.8,0.6,0.25,47.26,33.65,27.01
0.512,0.13,0.8,0.8,0.01,87.61,52.2,41.76
0.512,0.13,0.8,0.8,0.058,56.87,33.28,26.29
0.512,0.13,0.8,0.8,0.106,49.04,33.87,24.61
0.512,0.13,0.8,0.8,0.154,46.61,31.42,24.56
0.512,0.13,0.8,0.8,0.202,44.36,31.92,24.67
0.512,0.13,0.8,0.8,0.25,43.34,33.01,24.55
0.512,0.13,0.8,1,0.01,84.2,48.17,41.19
0.512,0.13,0.8,1,0.058,55.4,32.76,26.08
0.512,0.13,0.8,1,0.106,48.25,34.02,23.49
0.512,0.13,0.8,1,0.154,46.04,31.44,24.47
0.512,0.13,0.8,1,0.202,43.78,31.79,24.71
0.512,0.13,0.8,1,0.25,43.23,33.01,24.55
0.512,0.13,1,0,0.01,91.75,46.04,31.67
0.512,0.13,1,0,0.058,55.23,31.27,24.63
0.512,0.13,1,0,0.106,47.33,31.04,23.28
0.512,0.13,1,0,0.154,44.53,30.22,23.34
0.512,0.13,1,0,0.202,42.36,29.57,23.53
0.512,0.13,1,0,0.25,41.98,30.89,23.34
0.512,0.13,1,0.2,0.01,88.94,46.09,32.84
0.512,0.13,1,0.2,0.058,54.22,31.28,24.4
0.512,0.13,1,0.2,0.106,46.88,31.45,23.43
0.512,0.13,1,0.2,0.154,43.47,29.13,23.55
0.512,0.13,1,0.2,0.202,42.31,29.55,23.53
0.512,0.13,1,0.2,0.25,41.28,30.78,23.38
0.512,0.13,1,0.4,0.01,86.92,44.98,33.62
0.512,0.13,1,0.4,0.058,53.05,30.43,24.99
0.512,0.13,1,0.4,0.106,46.29,31.26,23.43
0.512,0.13,1,0.4,0.154,43.36,28.97,23.58
0.512,0.13,1,0.4,0.202,41.73,29.62,23.54
0.512,0.13,1,0.4,0.25,41.35,30.79,23.38
0.512,0.13,1,0.6,0.01,83.97,45.46,35.42
0.512,0.13,1,0.6,0.058,52.16,31.18,24.63
0.512,0.13,1,0.6,0.106,44.08,31.18,23.33
0.512,0.13,1,0.6,0.154,42.68,29.6,23.5
0.512,0.13,1,0.6,0.202,41.48,29.67,23.54
0.512,0.13,1,0.6,0.25,41.52,31.01,23.34
0.512,0.13,1,0.8,0.01,82.68,43.65,37.55
0.512,0.13,1,0.8,0.058,51.27,30.68,25.15
0.512,0.13,1,0.8,0.106,45.8,31.95,23.24
0.512,0.13,1,0.8,0.154,42.25,29.9,22.53
0.512,0.13,1,0.8,0.202,40.72,30.42,22.42
0.512,0.13,1,0.8,0.25,40.03,30.46,22.45
0.512,0.13,1,1,0.01,82.38,45.38,39.48
0.512,0.13,1,1,0.058,52.74,30,24.15
0.512,0.13,1,1,0.106,43.69,29.03,22.18
0.512,0.13,1,1,0.154,43.51,29.79,22.47
0.512,0.13,1,1,0.202,40.98,30.33,22.42
0.512,0.13,1,1,0.25,40.63,30.44,22.43
0.512,0.41,0,0,0.01,97.69,36.12,27.16
0.512,0.41,0,0,0.058,77.65,37.76,27.46
0.512,0.41,0,0,0.106,69.11,39.94,28.58
0.512,0.41,0,0,0.154,63.52,41.39,28.06
0.512,0.41,0,0,0.202,61.77,40.63,28.04
0.512,0.41,0,0,0.25,60.76,41.53,27.78
0.512,0.41,0,0.2,0.01,89.48,37.52,27.66
0.512,0.41,0,0.2,0.058,73.79,38.21,26.55
0.512,0.41,0,0.2,0.106,67.42,40.82,28.53
0.512,0.41,0,0.2,0.154,63.76,41.3,28.14
0.512,0.41,0,0.2,0.202,60.93,41.42,28.11
0.512,0.41,0,0.2,0.25,59.64,41.75,27.8
0.512,0.41,0,0.4,0.01,85.67,37.8,28.27
0.512,0.41,0,0.4,0.058,69.87,39.17,27.49
0.512,0.41,0,0.4,0.106,65.8,41.16,28.86
0.512,0.41,0,0.4,0.154,63.26,41.96,28.19
0.512,0.41,0,0.4,0.202,61.67,40.8,28.17
0.512,0.41,0,0.4,0.25,59.92,41.63,27.82
0.512,0.41,0,0.6,0.01,81.43,39.35,29.49
0.512,0.41,0,0.6,0.058,69.84,39.28,27.16
0.512,0.41,0,0.6,0.106,63.42,41.19,29
0.512,0.41,0,0.6,0.154,61.41,41.76,28.39
0.512,0.41,0,0.6,0.202,59.17,41.06,28.23
0.512,0.41,0,0.6,0.25,59.49,41.7,27.82
0.512,0.41,0,0.8,0.01,75.9,39.03,31.63
0.512,0.41,0,0.8,0.058,67.96,39.28,27.38
0.512,0.41,0,0.8,0.106,64.16,41.3,28.38
0.512,0.41,0,0.8,0.154,62.13,41.74,27.51
0.512,0.41,0,0.8,0.202,61.73,41.7,27.35
0.512,0.41,0,0.8,0.25,61.15,41.04,27.74
0.512,0.41,0,1,0.01,74.46,38.75,34.63
0.512,0.41,0,1,0.058,67.48,40.61,29.28
0.512,0.41,0,1,0.106,64.92,40.84,28.34
0.512,0.41,0,1,0.154,63.64,41.97,27.27
0.512,0.41,0,1,0.202,61.39,41.4,27.46
0.512,0.41,0,1,0.25,60.18,41.2,27.76
0.512,0.41,0.2,0,0.01,93.84,36.24,28.56
0.512,0.41,0.2,0,0.058,70.21,38.16,26.63
0.512,0.41,0.2,0,0.106,61.01,38.89,27.01
0.512,0.41,0.2,0,0.154,56.54,39.54,26.61
0.512,0.41,0.2,0,0.202,54.89,38.73,25.99
0.512,0.41,0.2,0,0.25,53.63,39.47,26.3
0.512,0.41,0.2,0.2,0.01,87.15,36.76,29.28
0.512,0.41,0.2,0.2,0.058,68.53,38.43,27.38
0.512,0.41,0.2,0.2,0.106,59.6,38.82,26.75
0.512,0.41,0.2,0.2,0.154,56.03,39.72,26.71
0.512,0.41,0.2,0.2,0.202,54.48,39.68,25.87
0.512,0.41,0.2,0.2,0.25,54.78,39.46,26.26
0.512,0.41,0.2,0.4,0.01,81.49,37.44,29.66
0.512,0.41,0.2,0.4,0.058,63.62,39.17,27.65
0.512,0.41,0.2,0.4,0.106,59.93,38.84,26.84
0.512,0.41,0.2,0.4,0.154,56.94,39.79,26.6
0.512,0.41,0.2,0.4,0.202,53.99,39.65,26.04
0.512,0.41,0.2,0.4,0.25,54.01,39.55,26.27
0.512,0.41,0.2,0.6,0.01,77.61,37.79,30.89
0.512,0.41,0.2,0.6,0.058,62.97,39.1,28.18
0.512,0.41,0.2,0.6,0.106,58.19,39.16,26.84
0.512,0.41,0.2,0.6,0.154,55.19,40.26,26.43
0.512,0.41,0.2,0.6,0.202,54.59,39.72,25.96
0.512,0.41,0.2,0.6,0.25,55.33,39.61,26.2
0.512,0.41,0.2,0.8,0.01,75.67,36,32.09
0.512,0.41,0.2,0.8,0.058,63.54,35.61,29.26
0.512,0.41,0.2,0.8,0.106,58.21,36.93,27.77
0.512,0.41,0.2,0.8,0.154,58.4,36.88,27.33
0.512,0.41,0.2,0.8,0.202,56.75,37.15,27.53
0.512,0.41,0.2,0.8,0.25,55.64,36.83,27.38
0.512,0.41,0.2,1,0.01,70.92,35.73,34.77
0.512,0.41,0.2,1,0.058,62.58,35.6,28.68
0.512,0.41,0.2,1,0.106,59.37,36.82,27.9
0.512,0.41,0.2,1,0.154,57.62,36.76,27.72
0.512,0.41,0.2,1,0.202,57.14,37.12,27.33
0.512,0.41,0.2,1,0.25,56.37,36.75,27.37
0.512,0.41,0.4,0,0.01,93.27,33.55,26.65
0.512,0.41,0.4,0,0.058,67.9,32.77,28.4
0.512,0.41,0.4,0,0.106,58.45,33.93,27.91
0.512,0.41,0.4,0,0.154,53.64,34.19,27.62
0.512,0.41,0.4,0,0.202,51.69,33.85,27.9
0.512,0.41,0.4,0,0.25,52.02,33.61,27.8
0.512,0.41,0.4,0.2,0.01,85.82,33.99,27.55
0.512,0.41,0.4,0.2,0.058,65.2,32.69,28.62
0.512,0.41,0.4,0.2,0.106,56.12,34.11,27.84
0.512,0.41,0.4,0.2,0.154,52.97,34.3,27.73
0.512,0.41,0.4,0.2,0.202,51.15,33.75,27.94
0.512,0.41,0.4,0.2,0.25,52.05,33.58,27.8
0.512,0.41,0.4,0.4,0.01,80.05,33.95,27.99
0.512,0.41,0.4,0.4,0.058,60.01,33.29,29.69
0.512,0.41,0.4,0.4,0.106,55.05,34.02,27.3
0.512,0.41,0.4,0.4,0.154,51.12,34.53,27.85
0.512,0.41,0.4,0.4,0.202,52.07,33.71,27.89
0.512,0.41,0.4,0.4,0.25,50.95,33.65,27.83
0.512,0.41,0.4,0.6,0.01,76.42,34.41,28.98
0.512,0.41,0.4,0.6,0.058,59.61,33.7,29.43
0.512,0.41,0.4,0.6,0.106,54.07,34.71,27.92
0.512,0.41,0.4,0.6,0.154,51.8,34.46,27.85
0.512,0.41,0.4,0.6,0.202,51.84,33.7,27.9
0.512,0.41,0.4,0.6,0.25,51.08,33.64,27.82
0.512,0.41,0.4,0.8,0.01,72.75,34.53,31.43
0.512,0.41,0.4,0.8,0.058,56.39,34.14,27.57
0.512,0.41,0.4,0.8,0.106,53.88,34.38,28.19
0.512,0.41,0.4,0.8,0.154,50.78,34.69,28.25
0.512,0.41,0.4,0.8,0.202,49.26,34.8,27.41
0.512,0.41,0.4,0.8,0.25,49.93,34.71,27.29
0.512,0.41,0.4,1,0.01,70,35.5,34.42
0.512,0.41,0.4,1,0.058,55.33,34.93,28.22
0.512,0.41,0.4,1,0.106,51.64,34.48,28.21
0.512,0.41,0.4,1,0.154,51.5,35.09,27.66
0.512,0.41,0.4,1,0.202,49.81,35.24,27.17
0.512,0.41,0.4,1,0.25,50.13,34.75,27.28
0.512,0.41,0.6,0,0.01,90.73,32.18,27
0.512,0.41,0.6,0,0.058,60.08,32.75,26.51
0.512,0.41,0.6,0,0.106,51.9,33.21,26.81
0.512,0.41,0.6,0,0.154,49.11,33.14,27.06
0.512,0.41,0.6,0,0.202,46.46,33.67,26.61
0.512,0.41,0.6,0,0.25,46.58,33.59,26.61
0.512,0.41,0.6,0.2,0.01,83.2,33.69,27.84
0.512,0.41,0.6,0.2,0.058,58.03,33.46,26.88
0.512,0.41,0.6,0.2,0.106,50.45,33.16,26.57
0.512,0.41,0.6,0.2,0.154,48.64,33.12,27.13
0.512,0.41,0.6,0.2,0.202,45.81,33.78,26.65
0.512,0.41,0.6,0.2,0.25,47.03,33.48,26.62
0.512,0.41,0.6,0.4,0.01,77.87,33.47,28.76
0.512,0.41,0.6,0.4,0.058,56.21,33.34,26.38
0.512,0.41,0.6,0.4,0.106,50.59,32.8,26.7
0.512,0.41,0.6,0.4,0.154,49.06,33.36,27.12
0.512,0.41,0.6,0.4,0.202,46.48,33.83,26.62
0.512,0.41,0.6,0.4,0.25,45.6,33.47,26.66
0.512,0.41,0.6,0.6,0.01,73.2,33.27,29.58
0.512,0.41,0.6,0.6,0.058,53.19,33.36,26.81
0.512,0.41,0.6,0.6,0.106,48.97,32.82,26.97
0.512,0.41,0.6,0.6,0.154,48.31,33.29,27.29
0.512,0.41,0.6,0.6,0.202,46.16,33.91,26.67
0.512,0.41,0.6,0.6,0.25,45.89,33.48,26.64
0.512,0.41,0.6,0.8,0.01,69.05,34.79,30.84
0.512,0.41,0.6,0.8,0.058,53.32,33.63,26.99
0.512,0.41,0.6,0.8,0.106,51.28,34.03,27.02
0.512,0.41,0.6,0.8,0.154,48.38,36.32,26.88
0.512,0.41,0.6,0.8,0.202,48.68,36.29,27.05
0.512,0.41,0.6,0.8,0.25,48.04,36.29,27.28
0.512,0.41,0.6,1,0.01,68.11,36.89,33.17
0.512,0.41,0.6,1,0.058,54.26,34.28,25.99
0.512,0.41,0.6,1,0.106,51.31,34.95,26.54
0.512,0.41,0.6,1,0.154,49.16,36.28,26.67
0.512,0.41,0.6,1,0.202,49.13,36.12,27.06
0.512,0.41,0.6,1,0.25,47.41,36.29,27.3
0.512,0.41,0.8,0,0.01,88.18,33.34,25.87
0.512,0.41,0.8,0,0.058,58.61,33.52,24.72
0.512,0.41,0.8,0,0.106,50.66,33.88,25.23
0.512,0.41,0.8,0,0.154,47.74,34.29,25.5
0.512,0.41,0.8,0,0.202,44.34,33.76,25.93
0.512,0.41,0.8,0,0.25,45.95,34.19,25.95
0.512,0.41,0.8,0.2,0.01,81.96,34.58,26.73
0.512,0.41,0.8,0.2,0.058,56.78,33.46,25.49
0.512,0.41,0.8,0.2,0.106,50.14,33.7,25.53
0.512,0.41,0.8,0.2,0.154,46.05,34.07,25.57
0.512,0.41,0.8,0.2,0.202,44.24,33.86,25.92
0.512,0.41,0.8,0.2,0.25,45.23,34.27,25.96
0.512,0.41,0.8,0.4,0.01,75.52,34.61,26.9
0.512,0.41,0.8,0.4,0.058,54.57,33.48,25.76
0.512,0.41,0.8,0.4,0.106,48.81,33.74,25.4
0.512,0.41,0.8,0.4,0.154,45.74,34.12,25.56
0.512,0.41,0.8,0.4,0.202,45.65,33.83,25.88
0.512,0.41,0.8,0.4,0.25,44.75,34.31,25.97
0.512,0.41,0.8,0.6,0.01,72.58,33.93,28.07
0.512,0.41,0.8,0.6,0.058,54.37,34.08,25.52
0.512,0.41,0.8,0.6,0.106,47.67,33.79,25.44
0.512,0.41,0.8,0.6,0.154,45.26,34.22,25.64
0.512,0.41,0.8,0.6,0.202,45.01,34.16,25.85
0.512,0.41,0.8,0.6,0.25,44.61,34.42,25.96
0.512,0.41,0.8,0.8,0.01,68.6,34.33,29.63
0.512,0.41,0.8,0.8,0.058,52.74,33.6,25.52
0.512,0.41,0.8,0.8,0.106,47.1,33.65,24.89
0.512,0.41,0.8,0.8,0.154,46.16,34.22,25.66
0.512,0.41,0.8,0.8,0.202,45.61,34.18,25.83
0.512,0.41,0.8,0.8,0.25,45.46,34.36,25.94
0.512,0.41,0.8,1,0.01,66.44,35.2,32.26
0.512,0.41,0.8,1,0.058,52,33.09,24.6
0.512,0.41,0.8,1,0.106,46.89,33.48,25.05
0.512,0.41,0.8,1,0.154,45.55,34.33,25.69
0.512,0.41,0.8,1,0.202,45.18,34.21,25.84
0.512,0.41,0.8,1,0.25,43.65,32.93,26.8
0.512,0.41,1,0,0.01,83.15,32.05,25.52
0.512,0.41,1,0,0.058,50.97,30.23,26.3
0.512,0.41,1,0,0.106,43.11,29.37,26.93
0.512,0.41,1,0,0.154,42.36,31.02,26.76
0.512,0.41,1,0,0.202,41.81,31.64,26.72
0.512,0.41,1,0,0.25,42,31.28,26.72
0.512,0.41,1,0.2,0.01,76.9,32.14,25.59
0.512,0.41,1,0.2,0.058,49.11,30.25,26.23
0.512,0.41,1,0.2,0.106,43.07,29.71,26.97
0.512,0.41,1,0.2,0.154,41.99,30.92,26.83
0.512,0.41,1,0.2,0.202,41.29,31.55,26.74
0.512,0.41,1,0.2,0.25,41.35,31.4,26.73
0.512,0.41,1,0.4,0.01,74.4,32.24,25.76
0.512,0.41,1,0.4,0.058,47.38,30.19,26.57
0.512,0.41,1,0.4,0.106,43.08,29.73,27.06
0.512,0.41,1,0.4,0.154,41.37,30.74,26.88
0.512,0.41,1,0.4,0.202,40.98,31.43,26.76
0.512,0.41,1,0.4,0.25,41.9,31.34,26.72
0.512,0.41,1,0.6,0.01,70.33,32.28,25.75
0.512,0.41,1,0.6,0.058,45.94,30.4,25.45
0.512,0.41,1,0.6,0.106,42.6,29.85,26.91
0.512,0.41,1,0.6,0.154,41.23,30.66,26.89
0.512,0.41,1,0.6,0.202,41.02,31.42,26.76
0.512,0.41,1,0.6,0.25,41.72,31.36,26.72
0.512,0.41,1,0.8,0.01,66.78,31.76,26.43
0.512,0.41,1,0.8,0.058,44.69,30.19,25.79
0.512,0.41,1,0.8,0.106,41.94,30.43,26.81
0.512,0.41,1,0.8,0.154,40.26,30.85,26.89
0.512,0.41,1,0.8,0.202,41.68,31.29,26.76
0.512,0.41,1,0.8,0.25,41.8,31.33,26.72
0.512,0.41,1,1,0.01,64.19,32.45,29.73
0.512,0.41,1,1,0.058,43.24,30.15,25.53
0.512,0.41,1,1,0.106,43.07,30.12,26.91
0.512,0.41,1,1,0.154,40.4,30.75,26.9
0.512,0.41,1,1,0.202,42.1,31.26,26.75
0.512,0.41,1,1,0.25,42.19,31.3,26.71
0.512,1,0,0,0.01,85.36,30.65,25.59
0.512,1,0,0,0.058,70.06,39.58,28.05
0.512,1,0,0,0.106,65.66,40.48,29.55
0.512,1,0,0,0.154,63.81,39.52,29.67
0.512,1,0,0,0.202,62.11,40.47,29.81
0.512,1,0,0,0.25,61.69,40.56,29.94
0.512,1,0,0.2,0.01,75.83,32.21,25.8
0.512,1,0,0.2,0.058,66.65,37.62,28.88
0.512,1,0,0.2,0.106,62.74,38.81,28.37
0.512,1,0,0.2,0.154,61.53,37.62,29.16
0.512,1,0,0.2,0.202,62.19,38.64,29.04
0.512,1,0,0.2,0.25,61.25,39.16,29.06
0.512,1,0,0.4,0.01,68.26,33.09,25.85
0.512,1,0,0.4,0.058,65.17,37.57,28.5
0.512,1,0,0.4,0.106,60.9,39.16,28.43
0.512,1,0,0.4,0.154,60.59,38.12,29.13
0.512,1,0,0.4,0.202,62.04,38.14,29.12
0.512,1,0,0.4,0.25,61.71,38.87,29.06
0.512,1,0,0.6,0.01,64.33,33.75,26.89
0.512,1,0,0.6,0.058,61.11,38.8,28.42
0.512,1,0,0.6,0.106,61.28,39.26,28.81
0.512,1,0,0.6,0.154,60.49,38.1,29.09
0.512,1,0,0.6,0.202,61.06,38.68,29.11
0.512,1,0,0.6,0.25,61.31,38.9,29.08
0.512,1,0,0.8,0.01,60.59,33.52,26.54
0.512,1,0,0.8,0.058,60.41,38.64,28.1
0.512,1,0,0.8,0.106,59.75,39.26,28.46
0.512,1,0,0.8,0.154,59.77,38.19,29.1
0.512,1,0,0.8,0.202,61.17,38.58,29.12
0.512,1,0,0.8,0.25,59.67,39.02,29.13
0.512,1,0,1,0.01,59.61,33.12,27.27
0.512,1,0,1,0.058,60.02,38.71,27.99
0.512,1,0,1,0.106,60.2,39.41,28.59
0.512,1,0,1,0.154,60.82,37.76,28.72
0.512,1,0,1,0.202,61.76,38.29,29.03
0.512,1,0,1,0.25,62.04,38.81,29.07
0.512,1,0.2,0,0.01,84.01,27.92,24.27
0.512,1,0.2,0,0.058,67.42,34,28.29
0.512,1,0.2,0,0.106,61.32,35.84,28.54
0.512,1,0.2,0,0.154,56.68,34.69,29.43
0.512,1,0.2,0,0.202,55.47,34.83,29.54
0.512,1,0.2,0,0.25,55.49,34.4,29.61
0.512,1,0.2,0.2,0.01,75.55,29.94,24.41
0.512,1,0.2,0.2,0.058,62.99,34.53,28.43
0.512,1,0.2,0.2,0.106,58.72,35.96,28.88
0.512,1,0.2,0.2,0.154,56.15,37.94,30.2
0.512,1,0.2,0.2,0.202,54.94,36.32,30.99
0.512,1,0.2,0.2,0.25,54.14,36.3,30.94
0.512,1,0.2,0.4,0.01,68.01,29.6,27.4
0.512,1,0.2,0.4,0.058,59.26,35.52,30.23
0.512,1,0.2,0.4,0.106,57.61,37.19,30.32
0.512,1,0.2,0.4,0.154,55.63,38.06,30.75
0.512,1,0.2,0.4,0.202,54.73,36.44,30.94
0.512,1,0.2,0.4,0.25,53.68,36.12,30.99
0.512,1,0.2,0.6,0.01,62.37,29.86,28.06
0.512,1,0.2,0.6,0.058,57.21,35.27,30.52
0.512,1,0.2,0.6,0.106,56.52,37.3,30.13
0.512,1,0.2,0.6,0.154,55.96,38.07,30.57
0.512,1,0.2,0.6,0.202,55.21,36.46,30.91
0.512,1,0.2,0.6,0.25,53.95,36.02,30.99
0.512,1,0.2,0.8,0.01,59.81,29.32,26.63
0.512,1,0.2,0.8,0.058,56.9,35.76,29.73
0.512,1,0.2,0.8,0.106,55.29,37.22,29.55
0.512,1,0.2,0.8,0.154,55.42,38.43,30.13
0.512,1,0.2,0.8,0.202,54.43,36.6,30.93
0.512,1,0.2,0.8,0.25,52.78,36.16,31.01
0.512,1,0.2,1,0.01,57.4,29.92,28.44
0.512,1,0.2,1,0.058,55.95,35.19,29.37
0.512,1,0.2,1,0.106,54.28,37.23,28.93
0.512,1,0.2,1,0.154,55.81,38.27,30.29
0.512,1,0.2,1,0.202,54.99,36.74,30.88
0.512,1,0.2,1,0.25,54.42,36.29,30.93
0.512,1,0.4,0,0.01,79.28,25.93,25.54
0.512,1,0.4,0,0.058,59.47,32.78,29.34
0.512,1,0.4,0,0.106,53.65,33.72,29.1
0.512,1,0.4,0,0.154,51.27,34.93,29.68
0.512,1,0.4,0,0.202,48.86,33.94,30.03
0.512,1,0.4,0,0.25,48.48,33.75,30.2
0.512,1,0.4,0.2,0.01,70.33,26.69,26.06
0.512,1,0.4,0.2,0.058,55.39,33.09,29.28
0.512,1,0.4,0.2,0.106,52.87,34.35,28.93
0.512,1,0.4,0.2,0.154,51.79,35.16,29.59
0.512,1,0.4,0.2,0.202,49.19,33.94,30.02
0.512,1,0.4,0.2,0.25,47.99,33.75,30.22
0.512,1,0.4,0.4,0.01,64.81,27.87,26.13
0.512,1,0.4,0.4,0.058,54.33,35.62,27.52
0.512,1,0.4,0.4,0.106,51.48,36.08,27.15
0.512,1,0.4,0.4,0.154,50.92,37.57,27.29
0.512,1,0.4,0.4,0.202,50.75,37.05,27.54
0.512,1,0.4,0.4,0.25,49.46,36.7,27.64
0.512,1,0.4,0.6,0.01,60.3,30.65,26.01
0.512,1,0.4,0.6,0.058,54.14,35.73,27.59
0.512,1,0.4,0.6,0.106,50.86,36.1,27.25
0.512,1,0.4,0.6,0.154,51.33,37.48,27.34
0.512,1,0.4,0.6,0.202,50.3,37.22,27.55
0.512,1,0.4,0.6,0.25,50.5,36.63,27.6
0.512,1,0.4,0.8,0.01,57.7,30.56,26.26
0.512,1,0.4,0.8,0.058,52.92,35.85,27.12
0.512,1,0.4,0.8,0.106,49.98,36.18,27.42
0.512,1,0.4,0.8,0.154,49.78,37.47,27.35
0.512,1,0.4,0.8,0.202,50.84,37.24,27.55
0.512,1,0.4,0.8,0.25,50.01,36.69,27.61
0.512,1,0.4,1,0.01,56.29,30.61,27
0.512,1,0.4,1,0.058,50.88,36.01,27.21
0.512,1,0.4,1,0.106,50.46,35.7,27.56
0.512,1,0.4,1,0.154,49.31,37.52,27.42
0.512,1,0.4,1,0.202,50.04,37.26,27.57
0.512,1,0.4,1,0.25,49.65,36.76,27.61
0.512,1,0.6,0,0.01,76.8,26.85,25.04
0.512,1,0.6,0,0.058,58.05,32.43,26.78
0.512,1,0.6,0,0.106,50.87,33.69,26.22
0.512,1,0.6,0,0.154,48.32,34.1,26.67
0.512,1,0.6,0,0.202,47.04,35.01,26.66
0.512,1,0.6,0,0.25,46.12,35.28,26.67
0.512,1,0.6,0.2,0.01,69.46,28.53,24.85
0.512,1,0.6,0.2,0.058,53.39,32.71,26.95
0.512,1,0.6,0.2,0.106,48.84,34.22,26.24
0.512,1,0.6,0.2,0.154,47.52,34.08,26.7
0.512,1,0.6,0.2,0.202,46.43,35.19,26.67
0.512,1,0.6,0.2,0.25,46.37,35.25,26.66
0.512,1,0.6,0.4,0.01,63.35,28.74,25.5
0.512,1,0.6,0.4,0.058,50.7,33.18,27.16
0.512,1,0.6,0.4,0.106,47.5,34.47,26.61
0.512,1,0.6,0.4,0.154,46.8,34.18,26.75
0.512,1,0.6,0.4,0.202,46.28,35.18,26.68
0.512,1,0.6,0.4,0.25,45.62,35.26,26.69
0.512,1,0.6,0.6,0.01,57.55,29.7,25.98
0.512,1,0.6,0.6,0.058,50.12,32.9,27.05
0.512,1,0.6,0.6,0.106,47.14,34.47,26.69
0.512,1,0.6,0.6,0.154,48.48,34.24,26.69
0.512,1,0.6,0.6,0.202,48,35.34,27.16
0.512,1,0.6,0.6,0.25,47.59,35.16,27.2
0.512,1,0.6,0.8,0.01,56.37,29.23,27.42
0.512,1,0.6,0.8,0.058,51.42,35.41,26.67
0.512,1,0.6,0.8,0.106,48.27,34.77,27.49
0.512,1,0.6,0.8,0.154,48.14,35.11,27.16
0.512,1,0.6,0.8,0.202,46.7,35.49,27.18
0.512,1,0.6,0.8,0.25,46.69,35.25,27.22
0.512,1,0.6,1,0.01,53.45,30.05,28.2
0.512,1,0.6,1,0.058,49.49,35.25,26.39
0.512,1,0.6,1,0.106,47.09,34.85,26.88
0.512,1,0.6,1,0.154,48.03,35.12,27.03
0.512,1,0.6,1,0.202,47.1,35.58,26.98
0.512,1,0.6,1,0.25,46.77,35.27,27.2
0.512,1,0.8,0,0.01,78.23,24.91,24.75
0.512,1,0.8,0,0.058,53.99,33.01,26.04
0.512,1,0.8,0,0.106,48.26,33.71,25.92
0.512,1,0.8,0,0.154,47.12,33.65,26.13
0.512,1,0.8,0,0.202,44.84,33.77,26.2
0.512,1,0.8,0,0.25,44.42,34.1,26.17
0.512,1,0.8,0.2,0.01,68.1,26.41,25.07
0.512,1,0.8,0.2,0.058,51.72,33,26.09
0.512,1,0.8,0.2,0.106,45.44,33.82,25.94
0.512,1,0.8,0.2,0.154,45.29,33.74,26.19
0.512,1,0.8,0.2,0.202,44.98,33.74,26.2
0.512,1,0.8,0.2,0.25,45.39,34.02,26.14
0.512,1,0.8,0.4,0.01,62.05,26.91,26
0.512,1,0.8,0.4,0.058,50.08,33.01,26.22
0.512,1,0.8,0.4,0.106,44.83,33.81,25.99
0.512,1,0.8,0.4,0.154,44.99,33.79,26.2
0.512,1,0.8,0.4,0.202,43.97,33.82,26.23
0.512,1,0.8,0.4,0.25,44.49,34.07,26.17
0.512,1,0.8,0.6,0.01,56.1,27.8,26.27
0.512,1,0.8,0.6,0.058,49.26,32.34,26.45
0.512,1,0.8,0.6,0.106,44.4,33.88,25.97
0.512,1,0.8,0.6,0.154,44.96,33.83,26.19
0.512,1,0.8,0.6,0.202,44.49,33.78,26.21
0.512,1,0.8,0.6,0.25,44.42,34.1,26.17
0.512,1,0.8,0.8,0.01,53.76,27.83,26.88
0.512,1,0.8,0.8,0.058,47.23,32.08,26.47
0.512,1,0.8,0.8,0.106,44.53,33.75,26.04
0.512,1,0.8,0.8,0.154,44.49,33.91,26.19
