Cm,Ch,Bm,Bh,T,sR,sG,sB
0,0,0,0,0.01,144.42,140.41,148.58
0,0,0,0,0.13,153.62,147.5,158.07
0,0,0,0,0.25,159.37,152.71,162.4
0,0,0,0,0.25,159.37,152.71,162.4
0,0,0,0.5,0.01,144.42,140.41,148.58
0,0,0,0.5,0.13,153.62,147.5,158.07
0,0,0,0.5,0.25,159.37,152.71,162.4
0,0,0,0.5,0.25,159.37,152.71,162.4
0,0,0,1,0.01,144.42,140.41,148.58
0,0,0,1,0.13,153.62,147.5,158.07
0,0,0,1,0.25,159.28,152.71,162.4
0,0,0,1,0.25,155.7,147.59,159.2
0,0,0,0.75,0.01,143.69,137.83,145.43
0,0,0,0.75,0.13,153.27,143.82,155.44
0,0,0,0.75,0.25,155.7,147.59,159.2
0,0,0,0.75,0.25,155.7,147.59,159.2
0,0,0.5,0,0.01,143.69,137.83,145.43
0,0,0.5,0,0.13,153.27,143.82,155.44
0,0,0.5,0,0.25,155.7,147.59,159.2
0,0,0.5,0,0.25,155.7,147.59,159.2
0,0,0.5,0.5,0.01,143.69,137.83,145.43
0,0,0.5,0.5,0.13,153.27,143.82,155.44
0,0,0.5,0.5,0.25,155.7,147.59,159.2
0,0,0.5,0.5,0.25,163.06,152.51,159.89
0,0,0.5,1,0.01,148.36,139.86,147.24
0,0,0.5,1,0.13,156.75,147.57,154.55
0,0,0.5,1,0.25,163.06,152.51,159.89
0,0,0.5,1,0.25,163.06,152.51,159.89
0,0,0.5,0.75,0.01,148.36,139.86,147.24
0,0,0.5,0.75,0.13,156.75,147.57,154.55
0,0,0.5,0.75,0.25,163.06,152.51,159.89
0,0,0.5,0.75,0.25,163.06,152.51,159.89
0,0,1,0,0.01,148.36,139.86,147.24
0,0,1,0,0.13,156.75,147.57,154.55
0,0,1,0,0.25,163.06,152.51,159.89
0,0,1,0,0.25,161,150.69,160.14
0,0,1,0.5,0.01,147.18,138.95,146.3
0,0,1,0.5,0.13,157.26,145.52,155.22
0,0,1,0.5,0.25,161.36,150.4,160.18
0,0,1,0.5,0.25,161.36,150.4,160.18
0,0,1,1,0.01,147.18,138.95,146.3
0,0,1,1,0.13,157.26,145.52,155.22
0,0,1,1,0.25,161.36,150.4,160.18
0,0,1,1,0.25,161.36,150.4,160.18
0,0,1,0.75,0.01,147.18,138.95,146.3
0,0,1,0.75,0.13,157.26,145.52,155.22
0,0,1,0.75,0.25,161.36,150.4,160.18
0,0,1,0.75,0.25,161.36,150.4,160.18
0,0,0.01,0,0.01,151.91,140.95,148.42
0,0,0.01,0,0.13,160.5,150.04,157.9
0,0,0.01,0,0.25,166.73,152.54,162.04
0,0,0.01,0,0.25,166.73,152.54,162.04
0,0,0.01,0.5,0.01,151.91,140.95,148.42
0,0,0.01,0.5,0.13,160.5,150.04,157.9
0,0,0.01,0.5,0.25,166.73,152.54,162.04
0,0,0.01,0.5,0.25,166.73,152.54,162.04
0,0,0.01,1,0.01,151.91,140.95,148.42
0,0,0.01,1,0.13,160.5,150.04,157.9
0,0,0.01,1,0.25,166.73,152.54,162.04
0,0,0.01,1,0.25,166.73,152.54,162.04
0,0,0.01,0.75,0.01,150.47,140.81,148.46
0,0,0.01,0.75,0.13,157.38,148.78,155.67
0,0,0.01,0.75,0.25,162.83,154.05,161.54
0,0,0.01,0.75,0.25,162.83,154.05,161.54
0,0,0.5,0,0.01,150.59,140.24,147.91
0,0,0.5,0,0.13,157.38,148.78,155.67
0,0,0.5,0,0.25,162.83,154.05,161.54
0,0,0.5,0,0.25,162.83,154.05,161.54
0,0,0.5,0.5,0.01,150.59,140.24,147.91
0,0,0.5,0.5,0.13,157.38,148.78,155.67
0,0,0.5,0.5,0.25,162.83,154.05,161.54
0,0,0.5,0.5,0.25,162.83,154.05,161.54
0,0,0.5,1,0.01,150.59,140.24,147.91
0,0,0.5,1,0.13,154.87,149.69,159.18
0,0,0.5,1,0.25,159.11,154.65,163.71
0,0,0.5,1,0.25,159.11,154.65,163.71
0,0,0.5,0.75,0.01,146.13,141.08,150.67
0,0,0.5,0.75,0.13,154.87,149.69,159.18
0,0,0.5,0.75,0.25,159.11,154.65,163.71
0,0,0.5,0.75,0.25,159.11,154.65,163.71
0,0,1,0,0.01,146.13,141.08,150.67
0,0,1,0,0.13,154.87,149.69,159.18
0,0,1,0,0.25,159.11,154.65,163.71
0,0,1,0,0.25,159.11,154.65,163.71
0,0,1,0.5,0.01,146.13,141.08,150.67
0,0,1,0.5,0.13,162.71,150.99,158.43
0,0,1,0.5,0.25,168.48,155.55,160.18
0,0,1,0.5,0.25,168.48,155.55,160.18
0,0,1,1,0.01,153.37,144.71,147.86
0,0,1,1,0.13,162.29,151.42,155.2
0,0,1,1,0.25,168.48,155.55,160.18
0,0,1,1,0.25,168.48,155.55,160.18
0,0,1,0.75,0.01,153.37,144.71,147.86
0,0,1,0.75,0.13,162.29,151.42,155.2
0,0,1,0.75,0.25,168.48,155.55,160.18
0,0,1,0.75,0.25,168.48,155.55,160.18
0,0.063,0,0,0.01,131.93,96.56,83.14
0,0.063,0,0,0.13,147.34,122.36,126.57
0,0.063,0,0,0.25,154.5,136.58,141.34
0,0.063,0,0,0.25,153.96,134.64,140.3
0,0.063,0,0.5,0.01,127.29,93.48,85.3
0,0.063,0,0.5,0.13,142.63,120.93,125.86
0,0.063,0,0.5,0.25,151.38,133.1,141.47
0,0.063,0,0.5,0.25,151.38,133.1,141.47
0,0.063,0,1,0.01,121.34,93.21,92.2
0,0.063,0,1,0.13,141.54,121.15,130.65
0,0.063,0,1,0.25,150.24,134.09,143.51
0,0.063,0,1,0.25,150.24,134.09,143.51
0,0.063,0,0.75,0.01,123.49,93.23,86.91
0,0.063,0,0.75,0.13,140.83,120.16,127.51
0,0.063,0,0.75,0.25,151.39,132.03,140.25
0,0.063,0,0.75,0.25,151.39,132.03,140.25
0,0.063,0.5,0,0.01,132.2,96.22,81.47
0,0.063,0.5,0,0.13,148.31,121.72,123.22
0,0.063,0.5,0,0.25,153.96,134.64,140.3
0,0.063,0.5,0,0.25,153.96,134.64,140.3
0,0.063,0.5,0.5,0.01,127.29,93.48,85.3
0,0.063,0.5,0.5,0.13,142.4,120.93,125.87
0,0.063,0.5,0.5,0.25,151.82,133.12,142.68
0,0.063,0.5,0.5,0.25,151.82,133.12,142.68
0,0.063,0.5,1,0.01,122.15,93.59,94.36
0,0.063,0.5,1,0.13,141.54,122.7,129.75
0,0.063,0.5,1,0.25,149.85,132.57,142.03
0,0.063,0.5,1,0.25,149.85,132.57,142.03
0,0.063,0.5,0.75,0.01,123.11,93.34,89.04
0,0.063,0.5,0.75,0.13,142.29,122.35,129.13
0,0.063,0.5,0.75,0.25,151.54,133.22,142.9
0,0.063,0.5,0.75,0.25,151.54,133.22,142.9
0,0.063,1,0,0.01,128.6,98.12,81.91
0,0.063,1,0,0.13,145.18,121.76,126.29
0,0.063,1,0,0.25,151.19,134.24,139.91
0,0.063,1,0,0.25,151.19,134.24,139.91
0,0.063,1,0.5,0.01,126.04,94.51,86.76
0,0.063,1,0.5,0.13,143.41,120.78,127.77
0,0.063,1,0.5,0.25,151.82,133.12,142.68
0,0.063,1,0.5,0.25,151.82,133.12,142.68
0,0.063,1,1,0.01,122.2,93.6,94.36
0,0.063,1,1,0.13,142.85,120.29,129.94
0,0.063,1,1,0.25,149.75,133.12,144.89
0,0.063,1,1,0.25,149.75,133.12,144.89
0,0.063,1,0.75,0.01,124.46,92.95,86.8
0,0.063,1,0.75,0.13,142.95,121.59,130.44
0,0.063,1,0.75,0.25,152.48,134.96,141.74
0,0.063,1,0.75,0.25,152.48,134.96,141.74
0,0.063,0.01,0,0.01,132.21,96.1,79.51
0,0.063,0.01,0,0.13,147.72,125.04,124.97
0,0.063,0.01,0,0.25,157.84,134.6,140.5
0,0.063,0.01,0,0.25,157.84,134.6,140.5
0,0.063,0.01,0.5,0.01,126.84,95.02,83.94
0,0.063,0.01,0.5,0.13,146.84,121.49,126.03
0,0.063,0.01,0.5,0.25,153.58,135.44,140.22
0,0.063,0.01,0.5,0.25,153.58,135.44,140.22
0,0.063,0.01,1,0.01,121.96,92.88,92.87
0,0.063,0.01,1,0.13,142.85,120.29,129.94
0,0.063,0.01,1,0.25,149.75,133.12,144.89
0,0.063,0.01,1,0.25,149.68,133.11,144.89
0,0.063,0.01,0.75,0.01,124.1,93.28,88.23
0,0.063,0.01,0.75,0.13,141.41,121.59,128.78
0,0.063,0.01,0.75,0.25,149.99,132.2,142.82
0,0.063,0.01,0.75,0.25,149.99,132.2,142.82
0,0.063,0.5,0,0.01,128.81,94.42,80.12
0,0.063,0.5,0,0.13,145.89,121.96,125.31
0,0.063,0.5,0,0.25,151.94,134.62,138.49
0,0.063,0.5,0,0.25,151.94,134.62,138.49
0,0.063,0.5,0.5,0.01,127.6,93.65,83.58
0,0.063,0.5,0.5,0.13,141.85,121.15,127.16
0,0.063,0.5,0.5,0.25,150.55,133.12,142.61
0,0.063,0.5,0.5,0.25,150.55,133.12,142.61
0,0.063,0.5,1,0.01,123.34,91.71,92.08
0,0.063,0.5,1,0.13,139.84,119.44,132.31
0,0.063,0.5,1,0.25,148.42,130.63,143.31
0,0.063,0.5,1,0.25,148.42,130.63,143.31
0,0.063,0.5,0.75,0.01,124.1,93.28,88.23
0,0.063,0.5,0.75,0.13,141.41,121.59,128.78
0,0.063,0.5,0.75,0.25,148.05,135.2,142.54
0,0.063,0.5,0.75,0.25,150.05,132.99,141.86
0,0.063,1,0,0.01,128.88,93.82,81.62
0,0.063,1,0,0.13,142.82,122.13,123.6
0,0.063,1,0,0.25,151.45,133.6,139.37
0,0.063,1,0,0.25,151.45,133.6,139.37
0,0.063,1,0.5,0.01,123.06,93.05,83.88
0,0.063,1,0.5,0.13,141.74,121.37,124.17
0,0.063,1,0.5,0.25,149.68,133.25,140.33
0,0.063,1,0.5,0.25,149.68,133.25,140.33
0,0.063,1,1,0.01,119.99,91.27,92.35
0,0.063,1,1,0.13,138.39,123.31,128.37
0,0.063,1,1,0.25,148.44,131.93,143.15
0,0.063,1,1,0.25,148.44,131.93,143.15
0,0.063,1,0.75,0.01,122.87,94.52,85.69
0,0.063,1,0.75,0.13,141.05,122.52,126.29
0,0.063,1,0.75,0.25,150.05,132.99,141.86
0,0.063,1,0.75,0.25,150.05,132.99,141.86
0,1,0,0,0.01,97.92,46.6,49.51
0,1,0,0,0.13,127.68,107.52,115.52
0,1,0,0,0.25,143.55,122.35,134.01
0,1,0,0,0.25,143.54,122.36,133.98
0,1,0,0.5,0.01,76.08,47.98,55.66
0,1,0,0.5,0.13,119.37,102.79,115.15
0,1,0,0.5,0.25,136.53,120.5,133.84
0,1,0,0.5,0.25,136.53,120.5,133.84
0,1,0,1,0.01,68.46,48.76,55.65
0,1,0,1,0.13,117.2,104.05,115.97
0,1,0,1,0.25,130.93,121.68,134.86
0,1,0,1,0.25,130.93,121.68,134.86
0,1,0,0.75,0.01,69.73,47.87,53.81
0,1,0,0.75,0.13,117.21,103.32,116.33
0,1,0,0.75,0.25,133.6,121.85,134.4
0,1,0,0.75,0.25,133.6,121.85,134.4
0,1,0.5,0,0.01,99.57,44.75,53.19
0,1,0.5,0,0.13,129.88,105.16,114.06
0,1,0.5,0,0.25,143.54,122.36,133.98
0,1,0.5,0,0.25,143.54,122.36,133.98
0,1,0.5,0.5,0.01,76.08,47.98,55.66
0,1,0.5,0.5,0.13,119.37,102.79,115.15
0,1,0.5,0.5,0.25,136.53,120.5,133.84
0,1,0.5,0.5,0.25,136.53,120.5,133.84
0,1,0.5,1,0.01,68.46,48.76,55.65
0,1,0.5,1,0.13,117.2,104.05,115.97
0,1,0.5,1,0.25,130.93,121.68,134.86
0,1,0.5,1,0.25,130.93,121.68,134.86
0,1,0.5,0.75,0.01,69.73,47.87,53.81
0,1,0.5,0.75,0.13,117.21,103.32,116.33
0,1,0.5,0.75,0.25,133.6,121.85,134.4
0,1,0.5,0.75,0.25,133.6,121.85,134.4
0,1,1,0,0.01,99.57,44.75,53.19
0,1,1,0,0.13,129.88,105.16,114.06
0,1,1,0,0.25,143.54,122.36,133.98
0,1,1,0,0.25,143.54,122.36,133.98
0,1,1,0.5,0.01,76.08,47.98,55.66
0,1,1,0.5,0.13,119.37,102.79,115.15
0,1,1,0.5,0.25,136.53,120.5,133.84
0,1,1,0.5,0.25,136.53,120.5,133.84
0,1,1,1,0.01,69.94,48.64,56.77
0,1,1,1,0.13,114.69,104.33,114.99
0,1,1,1,0.25,134.57,122.22,134.69
0,1,1,1,0.25,134.57,122.22,134.69
0,1,1,0.75,0.01,73.82,47.83,54.34
0,1,1,0.75,0.13,116.86,103.31,113.18
0,1,1,0.75,0.25,134.36,122.3,134.66
0,1,1,0.75,0.25,134.36,122.3,134.66
0,1,0.01,0,0.01,102.36,45.26,52.63
0,1,0.01,0,0.13,127.51,102.8,114.57
0,1,0.01,0,0.25,141.8,122.16,134.39
0,1,0.01,0,0.25,141.8,122.16,134.39
0,1,0.01,0.5,0.01,77.38,48.87,54.02
0,1,0.01,0.5,0.13,117.29,103.28,115.72
0,1,0.01,0.5,0.25,136.67,120.93,134.49
0,1,0.01,0.5,0.25,136.67,120.93,134.49
0,1,0.01,1,0.01,69.94,48.64,56.77
0,1,0.01,1,0.13,114.69,104.33,114.99
0,1,0.01,1,0.25,134.57,122.22,134.69
0,1,0.01,1,0.25,134.57,122.22,134.69
0,1,0.01,0.75,0.01,73.82,47.83,54.34
0,1,0.01,0.75,0.13,116.86,103.31,113.18
0,1,0.01,0.75,0.25,134.36,122.3,134.66
0,1,0.01,0.75,0.25,134.36,122.3,134.66
0,1,0.5,0,0.01,102.36,45.26,52.63
0,1,0.5,0,0.13,127.51,102.8,114.57
0,1,0.5,0,0.25,141.8,122.16,134.39
0,1,0.5,0,0.25,141.8,122.16,134.39
0,1,0.5,0.5,0.01,77.38,48.87,54.02
0,1,0.5,0.5,0.13,117.29,103.28,115.72
0,1,0.5,0.5,0.25,136.67,120.93,134.49
0,1,0.5,0.5,0.25,136.67,120.93,134.49
0,1,0.5,1,0.01,69.94,48.64,56.77
0,1,0.5,1,0.13,114.69,104.33,114.99
0,1,0.5,1,0.25,134.57,122.22,134.69
0,1,0.5,1,0.25,134.57,122.22,134.69
0,1,0.5,0.75,0.01,73.82,47.83,54.34
0,1,0.5,0.75,0.13,116.86,103.31,113.18
0,1,0.5,0.75,0.25,134.36,122.3,134.66
0,1,0.5,0.75,0.25,134.35,122.3,134.66
0,1,1,0,0.01,98.53,43.21,49.16
0,1,1,0,0.13,128.53,104.21,113.37
0,1,1,0,0.25,142.21,123.29,134.42
0,1,1,0,0.25,142.21,123.29,134.42
0,1,1,0.5,0.01,76.86,45.66,51.48
0,1,1,0.5,0.13,119.12,103.59,113.81
0,1,1,0.5,0.25,135.91,123.05,134.23
0,1,1,0.5,0.25,135.91,123.05,134.23
0,1,1,1,0.01,66.9,45.65,54.51
0,1,1,1,0.13,115.77,104.23,115.65
0,1,1,1,0.25,132.18,121.72,135.23
0,1,1,1,0.25,132.18,121.72,135.23
0,1,1,0.75,0.01,72.04,44.92,52.8
0,1,1,0.75,0.13,115.73,103.39,114.48
0,1,1,0.75,0.25,134.98,122.51,135.38
0,1,1,0.75,0.25,134.98,122.51,135.38
0,0,0,0,0.01,144.1,136.68,146.58
0,0,0,0,0.13,149.92,144.84,154.91
0,0,0,0,0.25,155.62,149.06,159.88
0,0,0,0,0.25,155.62,149.06,159.88
0,0,0,0.5,0.01,144.1,136.68,146.58
0,0,0,0.5,0.13,149.92,144.84,154.91
0,0,0,0.5,0.25,155.62,149.06,159.88
0,0,0,0.5,0.25,156.71,149.28,162.04
0,0,0,1,0.01,145.32,138.68,147.92
0,0,0,1,0.13,151.88,146.96,157
0,0,0,1,0.25,156.71,149.28,162.04
0,0,0,1,0.25,156.71,149.28,162.04
0,0,0,0.75,0.01,145.32,138.68,147.92
0,0,0,0.75,0.13,151.88,146.96,157
0,0,0,0.75,0.25,156.71,149.28,162.04
0,0,0,0.75,0.25,156.71,149.28,162.04
0,0,0.5,0,0.01,145.32,138.68,147.92
0,0,0.5,0,0.13,151.88,146.96,157
0,0,0.5,0,0.25,156.71,149.28,162.04
0,0,0.5,0,0.25,168.44,151.52,161.55
0,0,0.5,0.5,0.01,150.28,142.51,148.14
0,0,0.5,0.5,0.13,161.1,152.52,157.63
0,0,0.5,0.5,0.25,166.28,157.57,162.81
0,0,0.5,0.5,0.25,166.28,157.57,162.81
0,0,0.5,1,0.01,150.28,142.51,148.14
0,0,0.5,1,0.13,161.1,152.52,157.63
0,0,0.5,1,0.25,166.28,157.57,162.81
0,0,0.5,1,0.25,166.28,157.57,162.81
0,0,0.5,0.75,0.01,150.28,142.51,148.14
0,0,0.5,0.75,0.13,161.1,152.52,157.63
0,0,0.5,0.75,0.25,166.28,157.57,162.81
0,0,0.5,0.75,0.25,166.28,157.57,162.81
0,0,1,0,0.01,144.58,139.85,148.21
0,0,1,0,0.13,154.11,148.26,156.85
0,0,1,0,0.25,162.01,151.19,162.11
0,0,1,0,0.25,162.01,151.19,162.11
0,0,1,0.5,0.01,144.58,139.85,148.21
0,0,1,0.5,0.13,154.11,148.26,156.85
0,0,1,0.5,0.25,162.01,151.19,162.11
0,0,1,0.5,0.25,162.01,151.19,162.11
0,0,1,1,0.01,144.58,139.85,148.21
0,0,1,1,0.13,154.11,148.26,156.85
0,0,1,1,0.25,162.01,151.19,162.11
0,0,1,1,0.25,162.01,151.19,162.11
0,0,1,0.75,0.01,144.87,138.84,151.25
0,0,1,0.75,0.13,151.15,146.19,158.36
0,0,1,0.75,0.25,159.88,151.05,163.62
0,0,1,0.75,0.25,159.88,151.05,163.62
0,0,0.01,0,0.01,144.87,138.84,151.25
0,0,0.01,0,0.13,151.15,146.19,158.36
0,0,0.01,0,0.25,159.88,151.05,163.62
0,0,0.01,0,0.25,159.88,151.05,163.62
0,0,0.01,0.5,0.01,144.87,138.84,151.25
0,0,0.01,0.5,0.13,151.15,146.19,158.36
0,0,0.01,0.5,0.25,159.88,151.05,163.62
0,0,0.01,0.5,0.25,159.88,151.05,163.62
0,0,0.01,1,0.01,145.98,138.78,151.24
0,0,0.01,1,0.13,153.35,146.63,156.48
0,0,0.01,1,0.25,158.59,150.6,160.09
0,0,0.01,1,0.25,158.59,150.6,160.09
0,0,0.01,0.75,0.01,146.89,140.93,148.71
0,0,0.01,0.75,0.13,153.35,146.63,156.48
0,0,0.01,0.75,0.25,158.59,150.6,160.09
0,0,0.01,0.75,0.25,158.59,150.6,160.09
0,0,0.5,0,0.01,146.89,140.93,148.71
0,0,0.5,0,0.13,153.35,146.63,156.48
0,0,0.5,0,0.25,158.59,150.6,160.09
0,0,0.5,0,0.25,158.59,150.6,160.09
0,0,0.5,0.5,0.01,146.89,140.93,148.71
0,0,0.5,0.5,0.13,151.82,146.85,157.03
0,0,0.5,0.5,0.25,158.16,150.45,160.86
0,0,0.5,0.5,0.25,158.16,150.45,160.86
0,0,0.5,1,0.01,144.14,137.82,150.24
0,0,0.5,1,0.13,151.82,146.85,157.03
0,0,0.5,1,0.25,158.16,150.45,160.86
0,0,0.5,1,0.25,158.16,150.45,160.86
0,0,0.5,0.75,0.01,144.14,137.82,150.24
0,0,0.5,0.75,0.13,151.82,146.85,157.03
0,0,0.5,0.75,0.25,158.16,150.45,160.86
0,0,0.5,0.75,0.25,158.16,150.45,160.86
0,0,1,0,0.01,144.14,137.82,150.24
0,0,1,0,0.13,154.78,147.32,156.91
0,0,1,0,0.25,159.9,152.61,161.23
0,0,1,0,0.25,159.9,152.61,161.23
0,0,1,0.5,0.01,147.14,139.6,148.93
0,0,1,0.5,0.13,154.56,147.55,157.03
0,0,1,0.5,0.25,159.9,152.61,161.23
0,0,1,0.5,0.25,159.9,152.61,161.23
0,0,1,1,0.01,147.14,139.6,148.93
0,0,1,1,0.13,154.56,147.55,157.03
0,0,1,1,0.25,159.9,152.61,161.23
0,0,1,1,0.25,159.9,152.61,161.23
0,0,1,0.75,0.01,146.36,139.66,148.93
0,0,1,0.75,0.13,152.34,147.15,156.39
0,0,1,0.75,0.25,158.03,151.82,160.89
0,0,1,0.75,0.25,158.03,151.82,160.89
0,0.003,0,0,0.01,142.15,138.17,134.45
0,0.003,0,0,0.13,154.1,146.48,146.58
0,0.003,0,0,0.25,158.88,150.86,155.01
0,0.003,0,0,0.25,158.88,150.86,155.01
0,0.003,0,0.5,0.01,143.96,138.16,133.63
0,0.003,0,0.5,0.13,151.2,146.83,146.2
0,0.003,0,0.5,0.25,160.36,151.63,154.95
0,0.003,0,0.5,0.25,160.36,151.63,154.95
0,0.003,0,1,0.01,142.22,135.33,134.02
0,0.003,0,1,0.13,155.79,145.16,146.42
0,0.003,0,1,0.25,162.95,149.25,156.22
0,0.003,0,1,0.25,162.95,149.25,156.22
0,0.003,0,0.75,0.01,148.5,136.47,132.51
0,0.003,0,0.75,0.13,157.48,146.61,149.96
0,0.003,0,0.75,0.25,162.47,150.83,156.21
0,0.003,0,0.75,0.25,162.47,150.83,156.21
0,0.003,0.5,0,0.01,148.91,138.17,135.63
0,0.003,0.5,0,0.13,158.65,146.28,151.04
0,0.003,0.5,0,0.25,163.52,150.14,156.97
0,0.003,0.5,0,0.25,163.52,150.14,156.97
0,0.003,0.5,0.5,0.01,148.63,137.49,134.39
0,0.003,0.5,0.5,0.13,156.22,146.67,149.9
0,0.003,0.5,0.5,0.25,163.57,150.05,155.31
0,0.003,0.5,0.5,0.25,162.77,152.07,158.56
0,0.003,0.5,1,0.01,147.81,139.49,133.97
0,0.003,0.5,1,0.13,159.82,146.45,151.08
0,0.003,0.5,1,0.25,163.71,153.81,157.57
0,0.003,0.5,1,0.25,163.71,153.81,157.57
0,0.003,0.5,0.75,0.01,149.37,138.6,135.26
0,0.003,0.5,0.75,0.13,157.74,147.32,152.27
0,0.003,0.5,0.75,0.25,162.74,153.13,158.5
0,0.003,0.5,0.75,0.25,162.74,153.13,158.5
0,0.003,1,0,0.01,148.23,139.19,136.36
0,0.003,1,0,0.13,157.37,148.83,151.37
0,0.003,1,0,0.25,161.41,153.53,158.13
0,0.003,1,0,0.25,161.41,153.53,158.13
0,0.003,1,0.5,0.01,143.56,135.12,132.81
0,0.003,1,0.5,0.13,155.55,142.12,150.28
0,0.003,1,0.5,0.25,159.12,147.11,156.28
0,0.003,1,0.5,0.25,159.12,147.11,156.28
0,0.003,1,1,0.01,145.44,134.67,131.93
0,0.003,1,1,0.13,154.62,142.4,148.96
0,0.003,1,1,0.25,159.38,147.53,157.28
0,0.003,1,1,0.25,159.38,147.53,157.28
0,0.003,1,0.75,0.01,143.89,134.92,132.8
0,0.003,1,0.75,0.13,154.03,143.03,148.45
0,0.003,1,0.75,0.25,160.78,147.57,156.64
0,0.003,1,0.75,0.25,160.78,147.57,156.64
0,0.003,0.01,0,0.01,144.5,134.81,134.68
0,0.003,0.01,0,0.13,153.42,142.57,148.49
0,0.003,0.01,0,0.25,158.56,147.61,155.04
0,0.003,0.01,0,0.25,158.56,147.61,155.04
0,0.003,0.01,0.5,0.01,143.08,135.04,132.49
0,0.003,0.01,0.5,0.13,152.42,141.63,146.81
0,0.003,0.01,0.5,0.25,156.93,146.83,155.24
0,0.003,0.01,0.5,0.25,156.93,146.83,155.24
0,0.003,0.01,1,0.01,141.29,134.59,132.49
0,0.003,0.01,1,0.13,151.07,142.8,147.62
0,0.003,0.01,1,0.25,156.58,146.89,155.42
0,0.003,0.01,1,0.25,156.58,146.89,155.42
0,0.003,0.01,0.75,0.01,142.79,135.04,134.22
0,0.003,0.01,0.75,0.13,153.22,141.35,147.72
0,0.003,0.01,0.75,0.25,158.9,146.57,155.55
0,0.003,0.01,0.75,0.25,158.98,149.41,155.56
0,0.003,0.5,0,0.01,144.67,136.91,135.49
0,0.003,0.5,0,0.13,153.56,145.98,149.13
0,0.003,0.5,0,0.25,160.77,150.97,156.01
0,0.003,0.5,0,0.25,160.77,150.97,156.01
0,0.003,0.5,0.5,0.01,145.36,136.29,135.28
0,0.003,0.5,0.5,0.13,153.09,144.38,148.77
0,0.003,0.5,0.5,0.25,160.52,150.4,155.33
0,0.003,0.5,0.5,0.25,160.52,150.4,155.33
0,0.003,0.5,1,0.01,143.99,135.4,134.71
0,0.003,0.5,1,0.13,156.64,143.87,147.64
0,0.003,0.5,1,0.25,159.37,150.14,156.12
0,0.003,0.5,1,0.25,160.88,149.63,156.59
0,0.003,0.5,0.75,0.01,144.17,136.28,135.14
0,0.003,0.5,0.75,0.13,154.58,144.99,150.3
0,0.003,0.5,0.75,0.25,160.92,149.61,157.86
0,0.003,0.5,0.75,0.25,160.92,149.61,157.86
0,0.003,1,0,0.01,144.72,135.58,137.11
0,0.003,1,0,0.13,156.93,144.69,151.69
0,0.003,1,0,0.25,160.06,150.7,157.44
0,0.003,1,0,0.25,160.06,150.7,157.44
0,0.003,1,0.5,0.01,145.16,136.41,135.57
0,0.003,1,0.5,0.13,152.8,145.53,150.3
0,0.003,1,0.5,0.25,161.04,151,157.05
0,0.003,1,0.5,0.25,161.04,151,157.05
0,0.003,1,1,0.01,144.25,137.13,134.7
0,0.003,1,1,0.13,153.26,146.4,148.69
0,0.003,1,1,0.25,157.21,150.04,154.51
0,0.003,1,1,0.25,157.21,150.04,154.51
0,0.003,1,0.75,0.01,145.37,137.05,133.45
0,0.003,1,0.75,0.13,154.85,146.34,148.9
0,0.003,1,0.75,0.25,161.47,148.57,154.49
0,0.003,1,0.75,0.25,161.47,148.57,154.49
0,0.02,0,0,0.01,135.87,122.5,105.67
0,0.02,0,0,0.13,146.32,137.48,134.12
0,0.02,0,0,0.25,153.68,145.39,148.17
0,0.02,0,0,0.25,153.68,145.39,148.17
0,0.02,0,0.5,0.01,134.79,120.63,108.46
0,0.02,0,0.5,0.13,150.67,136.21,134.72
0,0.02,0,0.5,0.25,155.29,145.87,147.02
0,0.02,0,0.5,0.25,156.41,144.69,148.58
0,0.02,0,1,0.01,134.4,119.07,111.3
0,0.02,0,1,0.13,151,136.42,139.11
0,0.02,0,1,0.25,155.66,145.12,148.18
0,0.02,0,1,0.25,155.66,145.12,148.18
0,0.02,0,0.75,0.01,135.78,118.8,108.91
0,0.02,0,0.75,0.13,148.9,136.85,135.27
0,0.02,0,0.75,0.25,155.06,145.31,148.95
0,0.02,0,0.75,0.25,155.06,145.31,148.95
0,0.02,0.5,0,0.01,139.34,121.41,105.35
0,0.02,0.5,0,0.13,153.14,137.87,136.31
0,0.02,0.5,0,0.25,157.47,145.28,147.75
0,0.02,0.5,0,0.25,157.47,145.28,147.75
0,0.02,0.5,0.5,0.01,136.25,119.09,108.24
0,0.02,0.5,0.5,0.13,150.44,136.76,136.93
0,0.02,0.5,0.5,0.25,157.3,140.98,148.95
0,0.02,0.5,0.5,0.25,156.51,141.91,147.3
0,0.02,0.5,1,0.01,134.03,117.96,110.65
0,0.02,0.5,1,0.13,147.78,134.83,137.81
0,0.02,0.5,1,0.25,155.12,142.42,148.77
0,0.02,0.5,1,0.25,155.12,142.42,148.77
0,0.02,0.5,0.75,0.01,134.29,119.61,109.03
0,0.02,0.5,0.75,0.13,147.77,136.7,136.03
0,0.02,0.5,0.75,0.25,154.68,142.83,148.44
0,0.02,0.5,0.75,0.25,154.68,142.83,148.44
0,0.02,1,0,0.01,138.1,122.4,105.59
0,0.02,1,0,0.13,153.3,136.3,135.14
0,0.02,1,0,0.25,157.44,144.85,146.03
0,0.02,1,0,0.25,157.44,144.85,146.03
0,0.02,1,0.5,0.01,135.09,119.67,107.31
0,0.02,1,0.5,0.13,148.38,135.36,134.71
0,0.02,1,0.5,0.25,156.6,141.89,147.3
0,0.02,1,0.5,0.25,154.49,139.11,145.84
