x,y,W
0.0412597,0.01136,0.0732992
0.110607,-0.0199348,0.14078
0.141813,-0.00774417,0.262261
0.0227317,-0.213787,0.137856
0.300112,-0.126573,0.0647905
-0.367863,-0.331404,0.0180628
-0.0760429,-0.116565,0.030749
-0.0873559,-0.117824,0.0353922
0.0440905,1.12915,0.0511398
-0.145344,-0.00337629,0.1367
-0.118357,0.0547533,0.481923
0.0360801,0.0268216,0.320141
0.0144699,0.00818991,0.117461
0.0569947,0.0226631,0.0686416
0.0114091,-0.0657659,0.139872
-0.326001,0.0581151,0.0137272
0.118988,-0.0386625,0.030979
0.286338,0.0777056,0.0246373
-0.154894,-0.0506694,0.0259975
0.538924,-0.236084,0.0325324
0.100647,0.138174,0.138438
0.0897534,-0.0578598,0.102489
1.84322,-3.89584,0.000961555
0.380441,0.334481,0.136121
3.65216,3.12384,0.00109869
0.000929129,-0.0274664,0.483423
0.212317,-0.220781,0.106289
-0.103653,0.0481259,0.0578123
-0.0322684,-0.239151,0.00497431
-0.0131567,0.0405936,0.23688
-0.00226129,0.181014,0.0344199
-0.0810174,-0.0825355,0.262812
-0.30404,-0.382851,0.019687
0.20383,0.232682,0.053211
-0.0841735,0.135356,0.100138
0.397316,0.131979,0.0193114
-8.92955,5.97194,0.00448816
8.13317,-5.87052,0.0522124
0.623809,1.15169,0.052929
-0.171034,-0.0797127,0.0104362
-0.343832,-0.150601,0.06628
-0.0140083,-0.0489528,0.138529
0.0493579,-0.212424,0.0642432
0.835229,1.02954,0.071971
-0.571115,-0.611191,0.0741507
0.00162407,0.0148384,0.26839
0.138821,0.230366,0.0383865
0.356164,0.47629,0.0028607
