x,y,W
0.0471947,0.0228737,0.235689
0.016235,0.0454755,0.0135911
-0.0142598,0.0612853,0.0364811
0.246083,0.0835977,0.140849
0.0496901,-0.256461,0.147985
0.186329,-0.795151,0.011997
-0.195109,0.826406,0.0336472
-0.493774,-0.555232,0.0127363
0.300026,0.420132,0.0307082
0.173944,-0.00307508,0.0716197
0.165054,-0.135219,0.504291
-0.0949908,0.000515851,0.510018
-0.0655923,-0.00358921,0.268832
0.112386,0.021158,0.506839
-0.115282,0.111206,0.127258
0.0241284,0.0733846,0.0735289
0.604504,-0.603743,0.0118131
-0.0418216,-0.327436,0.0194609
-0.00701065,0.0331031,0.186802
0.087079,0.0273531,0.0378436
0.0937423,0.088822,0.216628
-0.495987,-0.0159643,0.0457869
0.104478,0.0806834,0.0122178
-2.81031,1.7591,0.00408985
-2.19795,16.8687,0.00471088
0.251768,0.0434872,0.193675
0.154666,-0.0263026,0.00333073
3.01705,0.287356,0.00351969
0.759783,-2.07822,0.00587645
-0.635982,1.70684,0.0217975
-0.00218076,0.184187,0.0092991
0.0159899,0.0828025,0.172569
0.464992,0.0855737,0.00805227
0.0796115,0.018245,0.509836
-0.85296,-0.827496,0.0137177
-0.14236,-0.00140314,0.0104639
0.143189,-0.15952,0.240045
-0.477066,0.330089,0.0432871
0.155292,-0.0332013,0.262089
-0.00934036,0.0346165,0.0685625
-0.0302505,0.0233361,0.263112
-0.402546,-0.780199,0.0193369
0.150369,0.0441399,0.226995
-1.22569,-3.46499,0.00121022
0.931983,2.99252,0.00541668
0.224801,0.024412,0.238242
0.0856806,0.00775685,0.0578591
7.17818,0.242469,0.00639112
-0.137249,1.18392,0.0186938
-0.371274,0.41388,0.0320211
-0.613844,-7.95694,0.00363878
1.55602,1.68882,0.00218675
0.100886,0.0300946,0.126216
-0.692765,-0.544143,0.00695167
-0.0476406,-0.0589724,0.129997
-0.28204,-0.38207,0.00655414
-0.0525291,0.0614364,0.0386293
-0.49635,-0.26434,0.00993397
0.359591,0.177913,0.0114445
-0.243264,0.242216,0.13932
-0.189127,0.0443493,0.0201888
0.437849,-2.04879,0.028986
0.000817375,-0.000578081,0.513022
0.115257,-0.163176,0.125655
0.00717561,-0.145611,0.152005
0.000548089,-0.00899725,0.0388757
-0.0793129,-0.0549134,0.0511958
0.00357141,-0.00907915,0.0613468
0.00486328,-0.0475384,0.511714
0.153006,0.0882028,0.0317465
-0.184353,0.0305161,0.12677
0.0885542,-0.283473,0.070224
-0.101492,-0.177482,0.0722652
0.0407499,-0.182827,0.264238
0.63523,0.44223,0.00465211
-0.0466478,0.218642,0.0175199
0.227168,0.573479,0.126633
0.657898,-0.767242,0.00839133
0.0754554,0.294067,0.0386362
0.0164877,-0.00378982,0.467003
0.0137642,0.105159,0.0381053
0.0303714,0.626716,0.00454678
0.0124054,-0.050287,0.216922
0.028974,-0.169689,0.00547233
-2.89179,-6.45614,0.00551697
1.94778,4.30519,0.00690547
0.315398,-0.159873,0.186462
0.0453,0.0983162,0.151728
0.0384187,0.159238,0.00517797
-0.0108224,0.0973317,0.260854
0.0385317,-0.0669444,0.127959
-2.85961,0.395291,0.00732935
-0.597689,-0.621625,0.0171921
0.0982893,0.103081,0.00966212
-0.0490822,0.00448032,0.0626035
-0.0158901,0.00160712,0.210556
0.0209528,0.0693891,0.0214905
-0.035533,-0.00375688,0.264598
0.245286,0.0864655,0.0465576
0.30955,0.150999,0.00346346
0.145642,-0.423034,0.0091718
0.79181,-0.856387,0.00537154
0.00692771,0.180781,0.130168
-2.09629,-5.08485,0.00386737
-0.363448,0.101671,0.149598
0.125104,-0.0944367,0.131573
-0.0828487,0.114324,0.268687
-0.16495,-0.412128,0.0155308
0.0766198,-0.140416,0.140843
0.0570695,-0.0898492,0.00724156
7.50972,1.23987,0.00863219
0.0440673,0.115185,0.267707
0.10186,0.010563,0.511019
-0.697748,0.0360179,0.0479901
-0.373213,0.265778,0.223942
-0.404225,-0.448969,0.0575342
0.381784,-2.83309,0.0204474
-0.263192,1.90646,0.0287954
0.455146,-2.11118,0.00382645
-0.309235,0.271877,0.0684642
2.40901,1.56707,0.0146912
0.387562,6.57444,0.00179243
-0.0465741,0.00774821,0.198331
-0.181316,-0.402591,0.0191107
-1.93335,1.23178,0.00790051
0.0374659,-0.0806075,0.139875
-0.761313,-0.218348,0.0315515
-0.0417501,0.199541,0.251324
0.190779,-0.262647,0.0230242
1.06938,-1.06547,0.0199583
-1.00845,0.897588,0.0283702
0.371236,-0.715114,0.0169707
1.04393,-1.14285,0.0016149
-1.14358,1.53749,0.0450887
0.0311101,0.0769022,0.00802267
-0.102806,0.224647,0.0876977
-0.0275714,0.0836013,0.00704439
-0.140158,0.0999434,0.186262
0.192632,-1.1807,0.013496
-0.283565,-0.129205,0.123652
-0.290548,0.258413,0.084277
0.0761628,-0.0100504,0.0134066
0.0159824,0.00462849,0.436222
0.463337,-0.359508,0.0258608
0.195691,0.0645306,0.0689661
0.858015,-0.59756,0.0105087
0.00642294,0.0179773,0.14075
0.208907,-0.254659,0.194514
-0.043517,0.158012,0.0453854
-0.036719,-0.00297564,0.379985
-0.0746975,-0.0228769,0.00610771
-0.0184249,0.00173939,0.015116
-0.0751842,-0.121208,0.0692467
0.256079,0.109611,0.173715
0.311242,0.575969,0.00227501
-4.80573,7.35159,0.00349096
4.44674,-6.31836,0.0134038
0.0847794,0.0226545,0.476199
0.00977281,-0.050569,0.454312
0.0967975,0.115029,0.0584714
-0.0668202,0.0677623,0.472642
-0.0165613,-0.073725,0.0365415
248.158,-621.407,1.98904e-05
-247.642,621.166,0.0282523
0.00329366,0.0628351,0.486773
-0.3443,-1.30454,0.0186577
-8.98751,-21.7948,0.000226409
9.175,22.6973,0.00915944
0.340941,3.37355e-05,0.23284
-0.0590229,0.055081,0.205427
-1.36754,0.132843,0.00157522
0.0623475,-0.0607512,0.0200809
-0.251594,0.171461,0.0343793
-0.131328,-0.0991726,0.495097
-0.147634,0.2894,0.0386218
1.12019,0.517857,0.00782206
-0.0100469,0.000255887,0.511239
1.03544,0.987466,0.0201374
0.112561,-0.178088,0.170934
-0.017376,0.0122749,0.0413967
-5.16355,-2.61074,0.0146471
0.198459,0.204516,0.137979
-0.218377,-0.122151,0.0515783
0.0593474,0.0258157,0.0386632
0.0164096,0.218467,0.0730775
-1.21692,-3.57226,0.00396609
-0.30926,-0.125517,0.0868606
0.191479,-0.10491,0.0890504
0.0372492,0.0223524,0.324027
0.893516,0.319759,0.00550278
0.0648792,0.222855,0.154997
0.134735,0.0420326,0.129583
0.986401,-0.0328402,0.0138212
0.00217708,0.392432,0.0105812
0.232693,0.217226,0.0542812
-0.909135,0.666687,0.145454
0.105927,-0.0705682,0.163067
0.0507663,0.137998,0.020219
-0.306836,-0.21584,0.140832
-0.0107495,0.0241687,0.26014
-0.0296569,0.161513,0.132199
-1.08187,-0.276645,0.0198323
0.164894,-0.372456,0.00947826
-0.0161415,0.286596,0.104755
-1.25492,0.990316,0.0124035
-15.577,23.711,0.000817839
12.998,-18.8405,0.0017349
-0.231176,-0.280607,0.01639
-0.414314,0.599705,0.0259782
-0.0697364,-0.311529,0.0486277
0.0452607,0.135251,0.0465123
-0.343844,0.13226,0.00230062
-0.00284857,-0.0164057,0.261312
0.102406,0.0506939,0.0159741
0.808854,-0.0147882,0.0109126
-0.198088,0.0325806,0.00766644
-0.0546773,0.110433,0.06525
-0.0039343,-0.0139998,0.0268376
0.0362708,-0.251324,0.0860626
1.98112,-7.62055,0.00502959
-1.97128,7.41162,0.0706643
0.028979,-0.0317059,0.126166
0.384085,-0.205379,0.158692
-0.519961,0.674613,0.0735155
-3.21337,3.98265,0.00350001
3.48528,-4.32879,0.0371941
0.0262309,0.255038,0.0555492
-0.00194594,-0.00494878,0.451723
-0.0685103,0.0121576,0.147244
-0.0529117,0.0105537,0.0338838
0.102587,0.0462893,0.00393754
-0.0278727,0.00217884,0.00237523
-6.27346e-05,0.140894,0.256385
-0.102033,-0.0264949,0.0757648
0.350697,0.38227,0.0530275
0.146727,-0.197098,0.00545943
-0.108462,0.029145,0.00334947
-0.0326712,-0.00738261,0.217019
-0.0745581,-0.0286542,0.0622344
1.42393,0.426236,0.00984149
1.43598,0.304702,0.00574844
0.00271037,-0.05757,0.0201784
0.068917,0.0201799,0.241791
0.260684,-0.1019,0.0340043
0.0854022,-0.201234,0.207846
0.134427,-0.104095,0.0151071
-0.182899,0.458368,0.0366607
0.00716793,0.0300325,0.172866
0.016262,0.0239958,0.094307
0.220579,0.238618,0.0186421
0.0146321,-0.0386179,0.512857
0.127786,0.166492,0.0386456
-0.235874,0.124353,0.397546
0.132558,0.0806201,0.0103225
-0.0791922,0.0949967,0.37717
-0.0947635,0.475634,0.00883382
0.665142,6.53235,0.000213902
-0.677012,0.0888905,0.00822973
-27.3568,-16.4355,0.00187757
26.9704,16.0843,0.0170329
-0.0698612,-0.175508,0.0289964
42.9933,8.21444,0.00071895
-42.8822,-8.19143,0.0384146
0.374771,3.83258,0.00393058
-0.818591,0.0066013,0.0130061
-0.0714944,0.0193819,0.0735789
-0.376824,-0.670761,0.0404835
-0.0332066,-0.0615697,0.336018
-0.0200706,-0.0261706,0.0750812
0.0239676,-0.0427663,0.0872974
0.206732,-0.0702828,0.00258486
0.0342317,-0.0112024,0.0168588
0.12357,-0.0325553,0.00959492
-1.34555,-1.89976,0.00446476
-0.068088,-0.3064,0.0375277
-0.000289081,0.00221231,0.129753
-4.79611e-05,0.0574047,0.0608617
0.0686169,0.0911435,0.0196496
-0.0381076,-0.0984741,0.448704
0.237493,0.161604,0.192593
0.0402033,-0.174771,0.0183923
0.41521,-2.63895,0.00895745
-0.253592,2.02142,0.0181612
-0.026169,-0.0728507,0.0735379
-0.132806,-0.78053,0.0143886
-0.174462,0.016504,0.24305
-0.0157141,0.102752,0.318638
0.0164825,0.207422,0.0142603
0.0822433,0.00134806,0.110405
0.208209,0.0676851,0.00204502
-0.581967,-0.754855,0.00330251
-0.596358,-0.611835,0.0180067
0.47188,0.47461,0.0288966
0.176705,0.175464,0.0356991
0.101353,-0.182632,0.263367
-0.36928,0.295297,0.0449164
3.15977,3.63192,0.00105017
-1.37565,0.458682,0.0194614
1.08809,-0.222005,0.023412
-0.00199124,0.127696,0.122414
-0.360863,0.371375,0.00618247
-0.311477,-0.263124,0.0180809
0.672557,-0.631888,0.00349308
-3.49442,1.19745,0.00651975
1.38967,-0.396945,0.00545695
0.0574491,-0.128909,0.153195
-0.764523,-0.34787,0.0355676
0.137868,0.0142631,0.0196346
0.176289,0.0775624,0.0102186
-0.0293337,0.0958685,0.243555
-1.53756,0.569777,0.0176921
-0.20129,-0.099549,0.236855
0.21913,-0.671011,0.0124605
0.218889,0.0140937,0.322311
0.69506,-1.10666,0.0080812
0.671416,0.022082,0.0238768
0.273923,-0.0381679,0.0105949
0.116187,0.0295548,0.0737738
-0.108999,0.0700036,0.407651
-0.617136,-0.0337934,0.0191471
0.119425,-0.1802,0.432359
0.357789,-0.000983785,0.0386011
-0.00411903,0.00205015,0.465371
-0.600023,-0.1107,0.0644088
0.0722705,0.0221377,0.359661
0.215604,0.0747781,0.013445
8.8675,-2.54214,0.00202849
0.440102,-0.591845,0.0496728
0.00049897,0.00240325,0.5118
-0.0593567,0.0240656,0.204407
0.476184,0.181594,0.0675741
-0.145951,0.226549,0.00929437
-0.825777,-0.878268,0.0323065
0.194159,-0.223161,0.0677227
-0.0486689,0.0655506,0.0882072
-0.0403675,0.0533263,0.0746534
-0.0175825,0.0315745,0.0273681
0.101706,-0.0839411,0.112237
-0.53574,1.31505,0.00533298
-0.104279,0.320408,0.056816
0.00676046,0.0274935,0.256023
0.373841,-0.850106,0.0968075
0.0349253,-0.249338,0.219677
-0.00201093,-0.0181902,0.00993202
-0.00718279,0.065554,0.254143
0.277595,-0.0982466,0.253554
-0.258137,-0.0092667,0.0892175
2.12531,-2.37836,0.00211672
0.0845393,0.227548,0.139041
-0.112976,-0.308725,0.0724571
0.0554752,-0.0349722,0.0369606
-0.0882747,-0.0109635,0.0981886
-0.0188435,0.00915211,0.0232925
0.0844351,0.0213185,0.128278
0.785137,0.13271,0.0677622
-0.144058,0.0536719,0.0412925
0.00198555,-0.0217534,0.138426
0.138268,-0.310376,0.0761689
0.570357,-0.431446,0.0160439
-0.0509319,-0.0142239,0.0385378
3.0249,4.0809,0.00908504
-0.945919,-2.23957,0.00415769
-1.37819,-1.24127,0.00590484
0.156212,-0.135232,0.0733087
-0.265271,-0.291176,0.0590814
-0.0535331,-0.0132529,0.21436
-0.159682,-0.0533298,0.0418494
0.0241619,0.0424499,0.0217766
0.00657346,0.0326705,0.139999
-0.00111706,-0.0196229,0.153401
0.000633301,-0.00186778,0.18623
0.109171,0.159083,0.150219
-0.0457555,-0.115097,0.46212
-0.00188294,0.0164301,0.0103607
0.0495805,-0.137408,0.0715611
0.820103,-0.233051,0.138036
0.0860477,-0.0828732,0.0169853
0.0566516,-0.0282263,0.0520807
0.228965,-0.1017,0.00573918
-30.4391,1.49374,0.00143237
23.1939,0.471942,0.0015034
6.46407,-23.5069,0.00105587
-6.30634,22.7639,0.0160832
0.290922,0.209618,0.0201414
-0.0535459,0.0179127,0.0690503
0.182049,-0.0137342,0.132202
0.0253575,-0.0763039,0.0956592
-0.0528258,-0.0329931,0.0380531
0.228574,0.198054,0.121272
-0.0367253,-0.0440892,0.328946
-0.103294,-0.0938883,0.0724247
0.0107507,-0.480714,0.0195383
-0.161168,0.21647,0.188082
1.07327,-0.30228,0.00809362
-0.122897,-0.0987969,0.127594
0.0864258,-0.386041,0.0260041
-0.0379685,0.0969597,0.0183381
0.099729,-0.19343,0.223306
0.037706,0.0116925,0.0393339
0.133356,0.0365084,0.0386431
-3.12594,-2.46103,0.00194176
0.259182,-0.0785763,0.0104732
-0.304122,0.330638,0.0100862
0.118662,-0.0466141,0.473246
0.145594,0.101704,0.0342876
-0.191815,0.0573333,0.0570443
-2.18986,0.119075,0.00901523
1.88654,-0.000895066,0.00993196
0.0295997,-0.164177,0.0693999
1.14049,0.345415,0.0108395
-0.432824,0.0931963,0.113836
-0.123785,0.479814,0.126548
0.0416857,-0.154918,0.0878731
0.0153691,-0.0367,0.0524787
0.0322736,-0.123852,0.0136141
0.117208,0.079144,0.0970916
-0.523495,0.330963,0.0192891
-0.251297,-0.334922,0.202423
-0.857506,0.453078,0.00445703
-1.00374,17.776,0.00545025
-0.37968,-0.0995678,0.179303
-0.393962,0.227786,0.0453543
0.32002,-0.165548,0.0133981
0.00689688,-0.00517536,0.430883
0.00564606,0.0497076,0.0433277
-1.04088,-0.0518156,0.0464244
0.0222886,0.0168141,0.068542
0.00436726,0.0107784,0.0187287
-0.397967,-0.0973175,0.0272511
-0.277695,0.363629,0.0331942
0.0535099,0.0135561,0.135633
-1.47411,2.32305,0.0102401
1.20282,-1.73324,0.017385
0.164851,0.000729222,0.0260979
-0.140553,-0.1354,0.210294
-0.0343792,-0.00326753,0.0168895
0.0791029,-0.097094,0.0671366
0.159613,0.61071,0.114206
0.0514073,-0.0290181,0.0203108
-0.0237775,-0.0371959,0.16785
-0.0438168,-0.0391288,0.179013
-0.034905,-0.444622,0.0211315
0.0189408,0.181309,0.0201055
-1.06663,0.0757742,0.00779831
-0.0254646,-0.000421545,0.506185
0.291121,-0.542816,0.00344301
-0.247544,0.458915,0.0322184
0.131841,-0.172083,0.00150768
-0.0817906,0.110802,0.00529087
-0.106749,0.404129,0.0472815
-0.4301,-0.559951,0.00439948
0.00721746,0.160461,0.0844835
0.0121869,0.171243,0.0952338
0.00591055,0.0324275,0.0450264
0.00154985,0.0477034,0.00908207
0.0622441,-0.107233,0.0737647
-0.0214941,0.101531,0.138245
0.162211,-0.0482112,0.0383554
-0.73532,0.386966,0.0590533
0.150198,0.873651,0.0523628
-0.141423,-0.426142,0.0481911
0.0790371,0.258863,0.137758
-0.492902,-1.357,0.00468385
0.0372054,0.326538,0.165677
0.138573,0.0733391,0.0466864
0.0486256,-0.00163261,0.486342
0.0211177,0.0488511,0.119074
0.0724228,0.161724,0.0137681
-0.0226459,-0.00483881,0.262941
-0.53232,-0.245364,0.0156818
2.3763,-0.972668,0.0163902
0.180004,-0.117747,0.0643578
0.278185,0.250636,0.105094
0.0984592,0.0783996,0.251154
0.0342576,0.00518663,0.282291
0.0431425,-0.00965907,0.0346024
0.0531759,-0.0262515,0.507212
-0.634743,-0.31332,0.0160491
-0.180367,-0.520683,0.0081424
0.0153211,0.155699,0.0378424
-0.0120286,0.0730774,0.132538
0.649897,-0.70255,0.0220284
-0.214985,0.0814388,0.140785
0.304962,-0.0508197,0.124488
0.0323123,-0.452319,0.0197985
-0.00924064,-0.137578,0.245691
0.0899417,0.490161,0.00729144
0.196843,-0.14619,0.237743
-0.0191898,0.0146483,0.126281
0.0461049,0.0808502,0.0385549
1.618,2.83806,0.0121947
-1.40232,-2.68092,0.0335596
0.132425,-0.0984834,0.184124
-4.18781,-8.56246,0.000693138
3.97298,8.22936,0.00930761
0.139734,0.129212,0.138614
-0.0127214,0.291271,0.358685
-0.013652,-0.0203362,0.220319
0.0591171,0.024639,0.239906
0.285972,-0.867285,0.0212627
-0.0202928,0.106245,0.0195365
0.373475,-0.25295,0.0367219
0.107825,-0.27148,0.00699066
-0.0109083,0.0104301,0.0519455
-0.141305,-0.110697,0.0954089
-0.126297,-0.0519294,0.00972153
0.189554,-0.183316,0.119541
-1.2476,-0.784957,0.0821467
0.0896247,1.66895,0.0169347
-0.279973,-0.0257121,0.0383292
-0.0833695,-0.142573,0.396506
0.00856441,-0.0446849,0.320786
0.0789601,-0.233402,0.0280045
-0.027527,0.109291,0.0377231
0.0457742,0.0749226,0.251931
0.96377,0.164895,0.00937226
-0.745935,-0.140364,0.0411414
0.026089,0.0154164,0.0396897
-0.0828043,-0.315413,0.401641
-0.0266802,-0.254562,0.0217608
-0.0638763,0.0358263,0.0997163
-0.552503,-0.351206,0.00228275
-0.38107,-0.629867,0.00964279
0.0436696,-0.118277,0.299465
-0.549145,-1.28074,0.00555149
0.00829972,0.0299627,0.279386
0.261347,-0.135422,0.00751561
-0.0433109,-0.0071327,0.38681
-0.0391737,0.0253306,0.308972
-0.140914,0.0965933,0.0118422
-0.800517,-0.329506,0.0115268
0.450713,0.16943,0.0212483
-0.0704624,-0.0554863,0.0148176
1.99471,-1.69427,0.0033268
-0.188298,0.477265,0.14438
-0.15091,0.0723577,0.0881764
-0.0208869,0.0198572,0.384248
-0.17553,-0.829275,0.146874
-0.0765623,0.0335147,0.202563
-0.0537276,0.0501745,0.00938724
-0.0301607,0.0617426,0.251354
-0.0130621,0.109362,0.0688895
-0.242854,-0.369373,0.0205053
1.1675,-0.165263,0.0554872
-0.0943973,0.0156903,0.0951778
-0.0870186,-0.0367199,0.073768
0.25355,-0.64682,0.0186888
0.787765,1.0322,0.0227794
0.180182,0.108878,0.0594523
0.193653,0.108767,0.0626805
0.0886723,-0.0332659,0.325842
0.0844149,0.0100788,0.028396
-2.43377,0.819359,0.016065
2.13572,-0.660019,0.0252304
0.651879,0.276363,0.021416
-0.0574221,0.202182,0.0105744
-0.163475,0.0493407,0.290005
-0.0132616,0.00186446,0.0579902
0.234889,-0.000253843,0.0174882
0.175588,0.224168,0.0188688
0.0944533,-0.00376589,0.194608
0.00950079,-0.0490123,0.0998022
-0.0290888,0.000245918,0.253258
-0.0860852,-0.014447,0.202199
-0.215936,-0.0377806,0.0352471
0.125235,-0.213608,0.0979998
0.0301546,0.0848224,0.256172
-0.0276235,-0.00724853,0.285511
0.145057,0.224781,0.0150603
-9.04636,14.5626,0.0135094
8.78695,-14.1679,0.0976221
-0.0815024,-0.0631163,0.0343968
-0.65776,-0.151855,0.03093
0.338743,0.422224,0.0172973
14.2148,-13.9001,0.00052148
-13.776,13.3785,0.0411122
-0.16753,-0.696993,0.0240245
0.0559096,0.316407,0.00478439
0.0448253,-0.11998,0.0731136
0.0782469,-0.00639393,0.140848
0.0376235,-0.00484019,0.263164
-0.0414197,-0.0243711,0.0558612
-0.000970373,-0.00174981,0.512346
-0.113872,-0.0463252,0.0493266
0.155162,0.165732,0.109235
0.060819,0.0781222,0.00358307
0.0832034,-0.0103671,0.104345
-0.0300938,-0.148203,0.308203
-0.0911581,-0.214606,0.225798
0.366782,-0.0410395,0.0195962
0.977339,-3.43131,0.00446496
0.036567,-0.086786,0.130894
0.0153872,-0.0506084,0.0110992
0.0290385,-0.0751122,0.0260059
-0.00109781,-0.849182,0.00836727
0.0356588,0.0333287,0.468713
1.47761,0.948866,0.00641534
-0.0967908,0.643757,0.0289353
-0.00730446,-0.195368,0.0171084
0.159687,0.124931,0.0184242
-1.24039,0.572635,0.0200188
0.0488793,0.0303508,0.494992
0.0942085,-0.294665,0.134772
-8.20433,-12.0835,0.00692565
7.77655,11.8887,0.0357419
-0.638479,0.174425,0.0695886
-0.0575427,-0.0113978,0.00414633
0.0649259,0.0926758,0.258005
-0.0929972,0.449199,0.133238
0.101979,-0.147827,0.0210866
-0.042272,-0.00385733,0.491518
0.0907791,-0.0182535,0.318051
0.0969093,-0.0161198,0.0186212
0.188401,-0.0196229,0.0113181
-0.243965,0.0815552,0.107863
0.0421219,0.0875598,0.22131
0.0557497,0.148837,0.251058
0.181312,0.000824894,0.0622778
-1.25738,0.912038,0.0166347
0.94779,-0.601019,0.0228126
-0.259983,-0.168249,0.0662088
7.51614,1.82859,0.00109038
0.106872,0.0131639,0.0539672
0.350253,-0.00128564,0.0169535
-0.0747891,0.00442836,0.0114629
0.227718,0.0823638,0.044464
0.474537,0.0984431,0.0121739
-0.293991,-0.125998,0.0106482
-0.251638,0.0535301,0.0104918
-0.0371753,0.00734535,0.140804
-0.180479,-0.607962,0.00890519
-0.125446,0.0119442,0.411168
-4.31147,-3.67609,0.00750765
2.13503,2.94905,0.00705432
-0.0875357,-0.0601635,0.0796114
3.82397,-0.302802,0.0212447
-0.404903,-0.343249,0.00886822
-0.481676,-0.087346,0.00364105
0.131755,-0.0410338,0.395011
-0.0516945,0.0884506,0.416067
0.205625,0.528437,0.000683899
-0.0129148,0.00408201,0.512505
-0.190632,-0.208651,0.0191211
-0.606698,-0.140794,0.0844216
0.442974,-1.0211,0.00845075
-1.43319,3.2805,0.00128123
-0.0248969,0.761684,0.0134242
0.0861254,-0.00585517,0.0374316
-0.0152149,0.126756,0.0532353
-0.0188159,0.14782,0.0101183
-0.0217178,0.20416,0.0034915
0.5086,0.0941275,0.0400498
0.00955929,0.0718796,0.0128691
-0.181637,-0.381177,0.0187664
-0.0999641,-0.568944,0.018155
-0.743914,-0.300538,0.00460514
-0.3271,-0.00601248,0.0212349
26.471,6.39783,0.000779121
-25.5351,-6.21659,0.012873
-0.0728208,0.175109,0.267241
-0.0298128,-0.091607,0.145762
-0.0266452,-0.0221857,0.0332087
-0.0725601,0.307024,0.0187003
0.0977947,0.0701934,0.13796
-0.0748811,-0.0656975,0.0322028
-0.0471288,0.000252448,0.243961
-0.112242,-0.112839,0.475619
-0.125057,-0.0275433,0.218205
2.64368,-0.0812267,0.0105721
0.15625,-0.116796,0.143503
0.0181867,-0.0128276,0.0321785
0.108462,-0.0325133,0.0411471
0.000680144,-0.145907,0.140321
-0.105145,-0.213881,0.0106002
0.0200251,0.197962,0.0803361
-2.54027,4.62163,0.0225084
0.189915,-0.4456,0.0193407
0.224173,0.105066,0.0196537
-0.195987,0.275664,0.0811781
-0.0584156,0.0555459,0.00323947
-0.0350113,-0.00107525,0.203546
-0.111034,-0.0797885,0.0432025
1.21627,-3.28653,0.00240026
-0.0707047,0.0388715,0.106464
0.00282296,0.017862,0.443107
0.0120438,0.210571,0.00584779
-0.0471081,-0.207042,0.0750521
-0.0696692,-0.127935,0.0149652
-0.0257776,0.0594787,0.505108
0.0978413,0.20795,0.108616
0.0243033,-0.0496793,0.0721516
-0.246285,0.187097,0.0674916
-0.0923437,0.0889088,0.221836
0.0978683,0.00894566,0.268379
0.0325565,-0.0459019,0.258558
0.0440223,-0.184107,0.0862805
0.000896346,-0.0168802,0.0206242
0.420021,0.266704,0.0666487
-0.0621198,0.584771,0.051928
0.0180922,-0.182866,0.00802967
-0.102843,0.323305,0.071383
0.726269,-0.622467,0.0580167
-0.591616,0.709744,0.0471811
-0.124828,0.0710405,0.133372
-0.0857398,-0.00572689,0.140091
-0.934741,-0.938427,0.0965699
-0.0539091,-0.0187966,0.452519
0.0106415,0.0113858,0.0170777
-0.0646643,0.0205581,0.379292
1.49507,-0.407376,0.00247362
-1.15384,0.309651,0.0206619
0.0658788,-0.0209312,0.00984973
-5.05142,32.2754,0.00144787
4.94191,-32.0423,0.0375185
0.0265611,-0.00322613,0.07378
0.0408329,0.0847271,0.0479726
-0.0132189,-0.0161631,0.082123
-0.0295672,0.122543,0.153582
0.191786,0.0424171,0.505911
-0.0656801,-0.109464,0.437797
-0.0604247,-0.0618943,0.387456
0.15204,0.0365111,0.00917307
-0.0738864,-0.056996,0.0711067
-1.35782,0.50556,0.0116657
1.06623,-0.484423,0.0148242
-0.00228724,0.0112529,0.509184
0.00597547,0.0136531,0.436551
0.00821224,-0.0178509,0.188508
0.0229007,-0.0456398,0.0730896
0.0140897,-0.12901,0.0126315
0.286483,0.550844,0.00883827
-1.10453,-0.303709,0.0368829
0.307878,-0.0344769,0.00886308
-0.566651,-0.51456,0.0291961
0.042987,0.127061,0.17451
-0.0315493,0.170797,0.0268055
0.888544,-0.89546,0.00689372
-0.628519,0.661381,0.0119327
-11.2908,-0.79504,0.000755829
10.5544,0.685242,0.0034612
-0.126262,0.00301169,0.279098
-0.106771,0.0154175,0.225133
-0.0208119,-0.0419306,0.394014
0.263619,-0.0337971,0.0127718
-0.152322,-0.0567866,0.290506
-0.21657,0.0952725,0.354205
0.0172036,0.0647565,0.322935
0.00839431,0.320068,0.0185426
-0.252422,0.205081,0.0942717
0.0416996,0.0153783,0.0125817
0.524865,-0.905861,0.0131618
-0.0814448,-0.129549,0.487215
-0.198192,-0.728943,0.0245912
-0.0919649,-0.0747749,0.341358
-0.102952,-0.0667173,0.0244099
-0.186974,-0.106617,0.111818
0.0583661,0.0283098,0.512474
0.0186001,-0.0348356,0.24209
-0.280908,-0.382244,0.0629697
-0.0286139,-0.0793444,0.222936
-0.0868848,-0.278757,0.0151363
-0.198034,-0.45898,0.0486322
-0.124257,-0.0538686,0.506391
0.0375544,0.0203354,0.189039
-0.0834812,0.0524972,0.512514
0.0466033,0.00815193,0.0920244
0.42175,0.155562,0.0184197
-0.0958777,-0.0383658,0.0192727
-0.0544005,0.230875,0.0160768
-0.0845799,0.0602334,0.0175539
0.0170644,-0.102791,0.499327
1.52152,2.35899,0.0139312
-1.00669,-1.4979,0.019614
-0.246829,-0.235433,0.0117682
0.955348,0.355788,0.00593768
0.342535,0.158326,0.0516345
-0.0124099,0.0191074,0.338613
-0.0977786,0.220744,0.011146
0.0485801,-0.103034,0.0193769
0.541733,4.93772,0.00187733
-0.477906,-4.47034,0.0240801
0.000314283,0.000838147,0.127965
0.191445,0.154579,0.0316012
0.347647,0.372344,0.00521134
0.118861,-0.596105,0.024593
-0.1173,0.513101,0.031262
0.0242587,-0.968528,0.012181
2.43098,-1.48191,0.0107315
-0.315971,0.220701,0.111808
0.0136839,0.0972776,0.0108021
-0.647913,-0.835275,0.009202
-0.101113,0.50892,0.00931253
0.255198,-0.224957,0.113388
-0.0379917,0.0594334,0.0623697
0.0114177,-0.0598245,0.0201848
0.171387,-0.111679,0.00615509
-0.0563768,-0.00555683,0.00650094
-1.07389,-11.5803,0.00378376
0.988472,9.98422,0.0106584
0.0662723,0.0216131,0.139078
0.0339647,-0.0314058,0.0156891
0.519083,-0.547499,0.00461464
-0.013216,0.0123089,0.205075
