Cm,Ch,Bm,Bh,T,400,413.33,426.67,440,453.33,466.67,480,493.33,506.67,520,533.33,546.67,560,573.33,586.67,600,613.33,626.67,640,653.33,666.67,680,693.33,706.67,720,733.33,746.67,760,773.33,786.67,800,sR,sG,sB
0,0.00563281,0.25,0.75,0.25,0.516766,0.457395,0.444661,0.463707,0.649799,0.715969,0.739238,0.741663,0.730618,0.713338,0.676045,0.648112,0.645627,0.651029,0.688992,0.77639,0.826226,0.842405,0.847666,0.855172,0.855369,0.862151,0.866499,0.865696,0.865447,0.862814,0.863473,0.862261,0.861403,0.860341,0.857771,222.944,186.584,167.835
0,0.00563281,0,0.75,0.25,0.516766,0.457395,0.444661,0.463707,0.649799,0.715969,0.739238,0.741663,0.730618,0.713338,0.676045,0.648112,0.645627,0.651029,0.688992,0.77639,0.826226,0.842405,0.847666,0.855172,0.855369,0.862151,0.866499,0.865696,0.865447,0.862814,0.863473,0.862261,0.861403,0.860341,0.857771,222.944,186.584,167.835
0,0.00563281,0.75,0.75,0.25,0.516766,0.457395,0.444661,0.463707,0.649799,0.715969,0.739238,0.741663,0.730618,0.713338,0.676045,0.648112,0.645627,0.651029,0.688992,0.77639,0.826226,0.842405,0.847666,0.855172,0.855369,0.862151,0.866499,0.865696,0.865447,0.862814,0.863473,0.862261,0.861403,0.860341,0.857771,222.944,186.584,167.835
0,0.00421041,1,0.75,0.25,0.551446,0.497687,0.475873,0.490513,0.666328,0.734467,0.749603,0.755601,0.746623,0.743238,0.711714,0.68274,0.6819,0.695134,0.725491,0.789171,0.839117,0.847992,0.856142,0.860584,0.864145,0.868051,0.868537,0.868451,0.868293,0.867559,0.868821,0.867097,0.863247,0.863433,0.863308,225.23,190.946,170.7
0,0.00421041,0.75,0.75,0.25,0.551446,0.497687,0.475873,0.490513,0.666328,0.734467,0.749603,0.755601,0.746623,0.743238,0.711714,0.68274,0.6819,0.695134,0.725491,0.789171,0.839117,0.847992,0.856142,0.860584,0.864145,0.868051,0.868537,0.868451,0.868293,0.867559,0.868821,0.867097,0.863247,0.863433,0.863308,225.23,190.946,170.7
0,0.00421041,0.25,0.75,0.25,0.551446,0.497687,0.475873,0.490513,0.666328,0.734467,0.749603,0.755601,0.746623,0.743238,0.711714,0.68274,0.6819,0.695134,0.725491,0.789171,0.839117,0.847992,0.856142,0.860584,0.864145,0.868051,0.868537,0.868451,0.868293,0.867559,0.868821,0.867097,0.863247,0.863433,0.863308,225.23,190.946,170.7
0,0.00421041,0,0.75,0.25,0.551446,0.497687,0.475873,0.490513,0.666328,0.734467,0.749603,0.755601,0.746623,0.743238,0.711714,0.68274,0.6819,0.695134,0.725491,0.789171,0.839117,0.847992,0.856142,0.860584,0.864145,0.868051,0.868537,0.868451,0.868293,0.867559,0.868821,0.867097,0.863247,0.863433,0.863308,225.23,190.946,170.7
0,0.001,0.5,0.75,0.25,0.65535,0.630103,0.639026,0.634353,0.746161,0.772514,0.783025,0.796751,0.800279,0.802921,0.804608,0.794576,0.796752,0.810382,0.822266,0.85232,0.864373,0.870181,0.871377,0.873928,0.872584,0.874518,0.875059,0.874942,0.873926,0.874266,0.875478,0.875097,0.872659,0.872421,0.870344,232.486,202.082,183.341
0,0.00421041,0.5,0.75,0.25,0.551446,0.497687,0.475873,0.490513,0.666328,0.734467,0.749603,0.755601,0.746623,0.743238,0.711714,0.68274,0.6819,0.695134,0.725491,0.789171,0.839117,0.847992,0.856142,0.860584,0.864145,0.868051,0.868537,0.868451,0.868293,0.867559,0.868821,0.867097,0.863247,0.863433,0.863308,225.23,190.946,170.7
